"campaignid","sample","latitude","longitude","Strap.like.leaves","Strap.like.leaves.with.epiphytes","Amphibolis","Amphibolis.with.epiphytes","Posidonia","Posidonia.with.epiphytes","Zostera","Macroalgae","Turf.algae","Erect.coarse.branching","Erect.fine.branching","Large.canopy.forming","Ecklonia.radiata","Scytothalia.dorycarpa","Sponges","Corals"
"2014-12_Geographe_Bay_stereoBRUVs","30",-33.42405,115.33405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","304",-33.5958333,115.1453667,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","31",-33.5986333,115.2369167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","314",-33.5869,115.1628333,100,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","316",-33.3839667,115.5281667,22.22,22.22,0,0,22.22,22.22,0,77.78,77.78,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","32",-33.4807833,115.46205,91.31,86.96,91.31,86.96,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","320",-33.4417833,115.49575,36.67,36.67,0,0,36.67,36.67,0,33.33,26.66,6.67,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","327",-33.4892333,115.3942,5,5,0,0,5,5,0,80,75,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","33",-33.3527667,115.3204833,13.64,13.64,13.64,13.64,0,0,0,50.01,45.46,0,0,0,0,0,4.55,0
"2014-12_Geographe_Bay_stereoBRUVs","330",-33.5691167,115.104,0,0,0,0,0,0,0,73.33,73.33,0,0,0,0,0,26.67,0
"2014-12_Geographe_Bay_stereoBRUVs","331",-33.6030833,115.2530333,61.12,61.12,55.56,55.56,5.56,5.56,0,38.89,38.89,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","335",-33.5771167,115.2266667,35.71,35.71,0,0,35.71,35.71,0,42.86,42.86,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","34",-33.3845167,115.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","346",-33.6092,115.2392833,50,50,50,50,0,0,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","35",-33.4055,115.4157167,38.89,38.89,38.89,38.89,0,0,0,50,44.44,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","352",-33.4517667,115.4879833,60,55,55,55,0,0,0,25,20,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","36",-33.4269,115.20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","362",-33.627,115.2948,100,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","368",-33.5725167,115.45125,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","37",-33.3585,115.3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","375",-33.5902167,115.2205667,100,71.43,0,0,100,71.43,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","378",-33.5555833,115.3912,90,50,60,40,20,10,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","38",-33.5036833,115.1274333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","384",-33.4274667,115.51415,0,0,0,0,0,0,0,94.74,68.42,26.32,0,0,0,0,5.26,0
"2014-12_Geographe_Bay_stereoBRUVs","39",-33.465,115.43285,39.14,13.05,4.35,4.35,34.79,8.7,0,8.7,8.7,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","391",-33.50165,115.4101333,80,66.66,53.33,53.33,20,13.33,0,6.67,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","394",-33.5181,115.3820167,100,80,10,0,90,80,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","395",-33.6072833,115.3444333,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","399",-33.6143333,115.31295,100,52.63,0,0,100,52.63,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","4",-33.3921,115.2280833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","40",-33.4719667,115.2287167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","400",-33.3575833,115.5516833,20,20,20,20,0,0,0,50,45,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","407",-33.4881667,115.4274667,70,65,70,65,0,0,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","41",-33.36785,115.0985833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","416",-33.6147833,115.2806167,83.33,27.78,33.33,0,50,27.78,0,5.56,5.56,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","42",-33.5425167,115.3862333,95.24,71.43,47.62,42.86,47.62,28.57,0,4.76,4.76,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","428",-33.45045,115.5572167,0,0,0,0,0,0,0,100,94.12,5.88,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","432",-33.4270333,115.4686,50,40,0,0,50,40,0,40,15,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","439",-33.6309333,115.2730667,100.01,31.82,31.82,18.18,68.19,13.64,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","44",-33.3984333,115.30965,11.11,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","442",-33.5066,115.41935,50,9.38,50,9.38,0,0,0,43.75,12.5,0,31.25,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","443",-33.5698,115.2024833,70,50,25,20,45,30,0,5,5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","448",-33.3965,115.4930667,10,10,0,0,10,10,0,90,90,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","45",-33.4445667,115.13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","451",-33.41975,115.5529,55,40,55,40,0,0,0,15,5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","455",-33.5671333,115.1820333,26.31,0,0,0,21.05,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","46",-33.4028,115.3493,15.79,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","463",-33.51505,115.50435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","47",-33.5485,115.2877667,13.64,9.09,0,0,13.64,9.09,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","474",-33.4681167,115.5436,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","48",-33.40275,115.5133833,26.67,26.67,0,0,26.67,26.67,0,73.34,73.34,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","480",-33.3475833,115.5777,75,70,75,70,0,0,0,20,0,20,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","49",-33.3809167,115.2720667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","490",-33.5613,115.3612,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","492",-33.4637833,115.4974833,45,20,0,0,27.5,7.5,0,5,5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","496",-33.4851167,115.4752333,90.91,31.82,0,0,90.91,31.82,0,9.09,9.09,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","499",-33.45165,115.5441167,75.86,37.93,44.82,34.48,31.04,3.45,0,17.24,17.24,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","5",-33.3627833,115.45495,10.53,10.53,10.53,10.53,0,0,0,10.53,10.53,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","50",-33.4108,115.1742333,95.83,8.33,12.5,0,83.33,8.33,0,0,0,0,0,0,0,0,4.17,0
"2014-12_Geographe_Bay_stereoBRUVs","503",-33.5845333,115.3097667,85,45,85,45,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","506",-33.5173833,115.4165,15,15,15,15,0,0,0,85,85,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","51",-33.4315667,115.41365,4,4,4,4,0,0,0,76,72,4,0,0,0,0,4,0
"2014-12_Geographe_Bay_stereoBRUVs","512",-33.5094,115.4873333,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","52",-33.49265,115.2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","523",-33.5634333,115.1589167,95,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","527",-33.5894167,115.2078167,100,26.32,0,0,100,26.32,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","528",-33.48105,115.4971,53.34,26.67,0,0,53.34,26.67,0,46.67,46.67,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","53",-33.3582167,115.3565167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","538",-33.5839167,115.3846667,35,20,25,20,0,0,0,25,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","54",-33.51305,115.1532,47.62,23.81,0,0,28.57,23.81,0,0,0,0,0,0,0,0,4.76,0
"2014-12_Geographe_Bay_stereoBRUVs","543",-33.5950333,115.2434,0,0,0,0,0,0,0,100,80,20,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","544",-33.4464167,115.43405,23.81,19.05,19.05,19.05,0,0,0,14.28,14.28,0,0,0,0,0,4.76,0
"2014-12_Geographe_Bay_stereoBRUVs","55",-33.5708667,115.2801167,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","551",-33.5735167,115.3901333,100.02,52.64,52.64,42.11,36.85,10.53,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","554",-33.55765,115.3835167,100,31.58,52.63,15.79,47.37,15.79,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","56",-33.4953,115.2224167,10.52,5.26,10.52,5.26,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","560",-33.4381667,115.5268667,83.33,25,45.83,25,33.33,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","567",-33.5866833,115.2760167,75,45,65,35,10,10,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","570",-33.5731333,115.1625333,92.3,7.69,38.46,0,53.84,7.69,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","572",-33.3913,115.5492167,88.88,44.44,0,0,88.88,44.44,0,11.11,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","579",-33.5017167,115.37405,52.17,34.78,17.39,13.04,34.78,21.74,0,47.82,34.78,13.04,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","58",-33.56965,115.3795833,80,80,80,80,0,0,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","583",-33.47835,115.3932,21.74,21.74,4.35,4.35,17.39,17.39,0,69.57,69.57,0,0,0,0,0,8.7,0
"2014-12_Geographe_Bay_stereoBRUVs","586",-33.5309167,115.38595,55,45,45,35,10,10,0,20,10,10,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","587",-33.5934667,115.1873833,55,55,0,0,55,55,0,45,45,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","592",-33.5185,115.4460167,91.3,39.13,13.04,13.04,78.26,26.09,0,4.35,4.35,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","599",-33.5021167,115.4508,17.39,17.39,13.04,13.04,4.35,4.35,0,78.27,78.27,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","6",-33.4070833,115.1204167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","60",-33.3626167,115.5049333,59.09,22.73,0,0,59.09,22.73,0,40.91,40.91,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","602",-33.6202,115.25615,45,45,40,40,5,5,0,50,50,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","608",-33.4551833,115.4702833,60,60,0,0,60,60,0,40,40,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","61",-33.4992833,115.1345167,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","611",-33.5421333,115.4590333,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","615",-33.5980667,115.3327667,86.36,45.45,81.81,45.45,4.55,0,0,9.1,9.1,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","618",-33.5678833,115.3528167,0,0,0,0,0,0,0,90,85,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","62",-33.4505,115.3306833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","623",-33.6129333,115.1556167,100,40,0,0,100,40,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","624",-33.4209667,115.4918833,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","63",-33.50385,115.2562,16.66,8.33,0,0,16.66,8.33,0,16.67,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","631",-33.5778833,115.2541167,15,5,10,5,5,0,0,60,20,40,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","633",-33.4711667,115.4535,4.76,4.76,0,0,4.76,4.76,0,95.24,95.24,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","634",-33.5336667,115.4141167,18.18,9.09,0,0,18.18,9.09,0,81.82,81.82,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","635",-33.5809667,115.1995667,80,40,10,5,70,35,0,15,15,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","64",-33.4364167,115.50945,76.19,47.62,0,0,76.19,47.62,0,23.81,23.81,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","640",-33.5162,115.4646167,48,40,28,24,20,16,0,48,48,0,0,0,0,0,4,0
"2014-12_Geographe_Bay_stereoBRUVs","647",-33.4926,115.42465,100,89.47,100,89.47,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","65",-33.3597167,115.2047667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","650",-33.5131167,115.3715667,76.92,53.85,38.46,30.77,38.46,23.08,0,23.07,15.38,7.69,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","655",-33.5812,115.2456833,66.67,42.86,0,0,66.67,42.86,0,23.81,23.81,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","656",-33.3713167,115.5503833,100,22.73,0,0,100,22.73,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","666",-33.5511167,115.35715,42.86,19.05,42.86,19.05,0,0,0,4.76,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","67",-33.4783167,115.0859333,28.58,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","672",-33.4004333,115.53565,100.01,68.19,13.64,13.64,86.37,54.55,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","679",-33.4721333,115.4152667,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","68",-33.3881667,115.2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","682",-33.5696167,115.3354167,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","684",-33.5845333,115.1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","688",-33.6026333,115.3181333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","69",-33.3534333,115.4040333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","694",-33.5280667,115.34985,27.79,11.12,0,0,5.56,5.56,0,72.22,72.22,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","698",-33.5246167,115.4035333,95.24,80.95,9.52,9.52,85.72,71.43,0,4.76,4.76,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","7",-33.4204833,115.4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","70",-33.4158833,115.1513667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","704",-33.48475,115.5324,61.9,4.76,0,0,61.9,4.76,0,9.52,9.52,0,0,0,0,0,19.05,0
"2014-12_Geographe_Bay_stereoBRUVs","71",-33.4270833,115.4286667,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","711",-33.36945,115.5666,40.91,4.55,0,0,40.91,4.55,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","714",-33.5792667,115.1468167,72.72,54.54,27.27,18.18,45.45,36.36,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","719",-33.6009667,115.23245,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","72",-33.4624833,115.32235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","720",-33.3599,115.58345,3.85,0,3.85,0,0,0,0,7.69,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","73",-33.3718,115.1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","735",-33.5620333,115.1433167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","736",-33.3850833,115.5606333,76.91,23.07,15.38,7.69,61.53,15.38,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","746",-33.5794333,115.3570667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","748",-33.3695667,115.5138333,60,40,10,10,50,30,0,40,30,10,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","75",-33.5893333,115.29455,100.01,52.18,91.31,47.83,8.7,4.35,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","752",-33.3765667,115.5914167,0,0,0,0,0,0,0,27.28,0,4.55,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","755",-33.43385,115.4571167,15,15,0,0,15,15,0,65,65,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","759",-33.5759,115.3173333,100,89.47,100,89.47,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","76",-33.41295,115.2846833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","762",-33.5198667,115.4149,0,0,0,0,0,0,0,97.37,81.58,15.79,0,0,0,0,2.63,0
"2014-12_Geographe_Bay_stereoBRUVs","764",-33.3744333,115.49605,75,75,25,25,50,50,0,25,25,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","77",-33.45575,115.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","779",-33.5817167,115.2263667,9.52,9.52,0,0,9.52,9.52,0,90.47,90.47,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","78",-33.5076,115.4437667,30.43,30.43,0,0,30.43,30.43,0,69.57,69.57,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","782",-33.5142,115.4368333,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","783",-33.5817167,115.2263667,55.55,44.44,44.44,44.44,11.11,0,0,27.78,27.78,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","784",-33.6014333,115.1773667,25,25,15,15,10,10,0,75,75,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","79",-33.5874,115.2308833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","791",-33.4851333,115.4435167,24,24,24,24,0,0,0,60,60,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","794",-33.6248167,115.2039333,100,52,24,24,76,28,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","80",-33.3515833,115.5195333,80,4,0,0,80,4,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","800",-33.5731667,115.1934833,13.33,0,13.33,0,0,0,0,40,26.67,0,0,0,0,0,6.67,0
"2014-12_Geographe_Bay_stereoBRUVs","807",-33.494,115.4907,0,0,0,0,0,0,0,100,65,35,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","81",-33.3788167,115.23045,20,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","810",-33.5513333,115.3766,27.28,18.19,22.73,13.64,4.55,4.55,0,40.91,40.91,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","816",-33.3996,115.56325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","82",-33.3955167,115.1102833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","823",-33.5857333,115.2872167,84.21,26.32,21.05,0,63.16,26.32,0,10.53,10.53,0,0,0,0,0,5.26,0
"2014-12_Geographe_Bay_stereoBRUVs","826",-33.5426833,115.4005833,90,35,70,30,15,5,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","828",-33.4174667,115.5295667,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","83",-33.46935,115.37905,80,55,20,20,60,35,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","832",-33.4556167,115.5196833,61.54,38.46,61.54,38.46,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","839",-33.4873,115.4085,85,50,25,25,60,25,0,15,10,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","84",-33.3964667,115.1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","842",-33.5681167,115.11485,11.76,11.76,11.76,11.76,0,0,0,17.65,17.65,0,0,0,0,0,11.76,0
"2014-12_Geographe_Bay_stereoBRUVs","843",-33.5999833,115.2586,11.12,5.56,0,0,11.12,5.56,0,88.89,88.89,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","848",-33.35185,115.5323,13.64,13.64,4.55,4.55,9.09,9.09,0,86.36,86.36,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","855",-33.4901,115.4357667,60,55,35,30,25,25,0,35,35,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","858",-33.5573167,115.3461833,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","86",-33.5405167,115.1785167,63.16,0,0,0,63.16,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","864",-33.58325,115.3720667,73.69,10.53,26.32,0,47.37,10.53,0,26.32,26.32,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","87",-33.4896,115.4589333,0,0,0,0,0,0,0,100,76.47,23.53,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","879",-33.6168833,115.1828667,100,86.36,0,0,100,86.36,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","88",-33.5010667,115.2145333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","880",-33.53655,115.4444,100,93.33,80,80,20,13.33,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","89",-33.3828167,115.0563833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","9",-33.3643333,115.1361167,0,0,0,0,0,0,0,50,45,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","90",-33.5333167,115.3224833,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","91",-33.5396,115.2060833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","92",-33.4175833,115.3149833,33.33,8.33,0,0,33.33,8.33,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","93",-33.4813167,115.15275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","95",-33.5175,115.3155333,0,0,0,0,0,0,0,95,95,0,0,0,0,0,5,0
"2014-12_Geographe_Bay_stereoBRUVs","96",-33.4489,115.4808167,60,50,60,50,0,0,0,40,20,5,0,0,0,0,0,0
