"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Transect.id","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"505",0,0,0,0,0,96,0,4,"Unconsolidated",-33.55988833,115.22079,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"506",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55987,115.2207833,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"507",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55984667,115.2207833,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"508",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55982,115.2207733,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"509",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55979833,115.2207683,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"510",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55977667,115.2207617,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"511",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55974833,115.2207517,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"512",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55972667,115.2207433,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"513",0,0,0,0,0,100,0,0,"Unconsolidated",-33.559705,115.220745,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"514",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55968167,115.2207317,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"515",0,0,0,0,0,100,0,0,"Unconsolidated",-33.559655,115.2207333,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"516",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55963,115.2207383,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"517",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55960667,115.22074,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"518",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55957667,115.2207383,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"519",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55955,115.2207383,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"520",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55952167,115.2207433,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"521",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55949333,115.2207417,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"522",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55946833,115.2207383,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"523",0,0,0,0,0,100,0,0,"Unconsolidated",-33.559445,115.2207367,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"524",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55941667,115.2207417,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"525",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55938833,115.2207433,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"526",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55936667,115.2207433,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"527",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55934,115.2207483,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"528",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55931167,115.22075,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"529",0,0,0,0,0,100,0,0,"Unconsolidated",-33.559285,115.2207533,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"530",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55926333,115.2207567,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"531",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55923667,115.22076,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"532",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55920667,115.22076,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"533",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55917833,115.220765,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"534",0,8,0,0,0,92,0,0,"Unconsolidated",-33.55914667,115.2207667,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"535",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55911667,115.220775,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"536",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55908667,115.220775,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"537",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55906333,115.2207817,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"538",0,0,0,0,0,96,0,4,"Unconsolidated",-33.55903667,115.2207883,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"539",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55901,115.2207917,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"540",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55898167,115.2207983,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"541",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55895667,115.2208083,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"542",0,0,0,0,0,96,0,4,"Unconsolidated",-33.55892667,115.2208183,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"543",0,0,0,0,0,92,0,8,"Unconsolidated",-33.55889667,115.2208233,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"544",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55886667,115.2208333,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"545",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55884167,115.22084,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"546",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55881833,115.22085,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"547",0,0,0,0,0,92,0,8,"Unconsolidated",-33.55879167,115.220865,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"548",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55877,115.2208783,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"549",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55875167,115.2208867,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"550",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55872833,115.220895,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"551",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55871,115.2209083,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"552",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55869167,115.22092,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"553",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55866833,115.2209233,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"555",0,0,0,0,0,100,0,0,"Unconsolidated",-33.558625,115.2209483,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"556",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55859833,115.2209533,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"557",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55857333,115.2209667,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"558",0,0,0,0,0,100,0,0,"Unconsolidated",-33.558545,115.2209733,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"559",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55852,115.2209917,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"560",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55848833,115.221005,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"561",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55846333,115.221015,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"562",0,0,0,0,0,96,0,4,"Unconsolidated",-33.55844,115.22103,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"563",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55841667,115.221045,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"564",0,0,0,0,0,100,0,0,"Unconsolidated",-33.558395,115.221055,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"565",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55837333,115.2210633,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"566",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55834333,115.2210833,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"567",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55832,115.2210917,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"568",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55830167,115.2211083,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"569",8,0,0,0,0,92,0,0,"Unconsolidated",-33.55827833,115.2211217,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"570",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55825167,115.22113,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"571",0,0,0,0,0,92,0,8,"Unconsolidated",-33.55823167,115.221145,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"572",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55821,115.2211567,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"573",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55818667,115.2211733,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"574",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55816167,115.2211817,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"575",52,0,0,0,0,48,0,0,"total.seagrass",-33.55813333,115.2211983,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"576",96,0,0,0,0,4,0,0,"total.seagrass",-33.55810833,115.22121,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"577",92,0,0,0,0,8,0,0,"total.seagrass",-33.55808833,115.221225,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"578",76,0,0,0,0,24,0,0,"total.seagrass",-33.55806333,115.2212417,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"579",4,0,0,0,0,64,0,32,"Unconsolidated",-33.55804,115.2212517,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"580",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55801833,115.2212633,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"581",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55800167,115.22128,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"582",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55798,115.2212983,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"583",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55795833,115.22131,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"584",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55794667,115.221325,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"585",24,0,0,0,0,68,0,8,"Unconsolidated",-33.55792,115.22133,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"586",76,0,0,0,0,24,0,0,"total.seagrass",-33.55789333,115.22134,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"587",56,0,0,0,0,44,0,0,"total.seagrass",-33.55786333,115.2213483,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"588",4,0,0,0,0,96,0,0,"Unconsolidated",-33.557835,115.2213483,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"589",44,0,0,0,0,56,0,0,"Unconsolidated",-33.55780167,115.2213517,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"590",60,0,0,0,0,40,0,0,"total.seagrass",-33.55777667,115.2213617,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"591",56,0,0,0,0,44,0,0,"total.seagrass",-33.55775167,115.2213667,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"592",28,0,0,0,0,60,0,12,"Unconsolidated",-33.55772833,115.2213733,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"593",36,0,0,0,0,60,0,4,"Unconsolidated",-33.55770333,115.221385,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"594",48,0,0,0,0,52,0,0,"Unconsolidated",-33.55767833,115.221395,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"595",12,0,0,0,0,88,0,0,"Unconsolidated",-33.557645,115.2213967,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"596",84,0,0,0,0,16,0,0,"total.seagrass",-33.55761333,115.2214017,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"597",60,0,0,0,0,40,0,0,"total.seagrass",-33.55758333,115.2214033,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"598",20,0,0,0,0,80,0,0,"Unconsolidated",-33.557555,115.22141,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"599",60,0,0,0,0,40,0,0,"total.seagrass",-33.55752833,115.2214117,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"600",76,0,0,0,0,24,0,0,"total.seagrass",-33.55751,115.2214217,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"601",56,0,0,0,0,44,0,0,"total.seagrass",-33.55748833,115.2214267,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"602",8,0,0,0,0,80,0,12,"Unconsolidated",-33.55746167,115.2214333,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"603",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55744333,115.2214367,"HPZ.6",-26,0.161242499947548,0.161242499947548,309.994506835938,309.994506835938,-0.75,0.75,2,64
"604",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55741667,115.221445,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"605",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55739333,115.221455,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"606",44,0,0,0,0,56,0,0,"Unconsolidated",-33.55737,115.22146,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"607",40,0,0,0,0,60,0,0,"Unconsolidated",-33.55734167,115.2214717,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"608",0,0,0,0,0,100,0,0,"Unconsolidated",-33.557315,115.2214767,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"609",0,4,0,0,0,92,0,4,"Unconsolidated",-33.55729167,115.2214867,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"610",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55726,115.2214967,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"611",24,0,0,0,0,68,0,0,"Unconsolidated",-33.55723333,115.221505,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"612",16,0,0,0,0,84,0,0,"Unconsolidated",-33.55719833,115.2215167,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"613",4,0,0,0,0,96,0,0,"Unconsolidated",-33.55716,115.2215217,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"614",24,0,0,0,0,76,0,0,"Unconsolidated",-33.55714333,115.221535,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"615",20,4,0,0,0,76,0,0,"Unconsolidated",-33.55710667,115.221535,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"616",40,0,0,0,0,60,0,0,"Unconsolidated",-33.55708333,115.22154,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"617",44,0,0,0,0,56,0,0,"Unconsolidated",-33.55706333,115.22155,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"618",32,0,0,0,0,68,0,0,"Unconsolidated",-33.55704167,115.2215567,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"619",4,0,0,0,0,96,0,0,"Unconsolidated",-33.55702167,115.221565,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"620",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55699833,115.2215817,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"621",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55698,115.2215883,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"622",0,0,0,0,0,100,0,0,"Unconsolidated",-33.55695667,115.2215967,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"623",0,4,0,0,0,96,0,0,"Unconsolidated",-33.556935,115.2216067,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"624",0,0,0,0,0,100,0,0,"Unconsolidated",-33.556915,115.22162,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"625",48,0,0,0,0,48,0,0,"total.seagrass",-33.55689167,115.221635,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"626",100,0,0,0,0,0,0,0,"total.seagrass",-33.55687667,115.221645,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"627",96,0,0,0,0,4,0,0,"total.seagrass",-33.55686667,115.22166,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"628",56,0,0,0,0,44,0,0,"total.seagrass",-33.55684333,115.2216683,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"629",44,0,0,0,0,56,0,0,"Unconsolidated",-33.55682167,115.221685,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"630",44,0,0,0,0,56,0,0,"Unconsolidated",-33.5568,115.2216983,"HPZ.6",-26,0.0961986035108566,0.0961986035108566,285.623840332031,285.623840332031,-0.25,0.25,1,128
"631",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54951833,115.2180667,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"632",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54949833,115.2180717,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"633",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54947833,115.218065,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"634",0,0,0,0,0,100,0,0,"Unconsolidated",-33.549465,115.2180567,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"635",0,0,0,0,0,100,0,0,"Unconsolidated",-33.549445,115.2180383,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"636",0,0,0,0,0,100,0,0,"Unconsolidated",-33.549425,115.218025,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"637",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54940833,115.2180133,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"638",0,4,0,0,0,96,0,0,"Unconsolidated",-33.54938833,115.2179983,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"639",0,0,0,0,0,100,0,0,"Unconsolidated",-33.549375,115.2179833,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"640",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54935333,115.2179717,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"641",0,0,0,0,0,100,0,0,"Unconsolidated",-33.549335,115.2179667,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"642",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54931,115.2179533,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"643",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54928667,115.21794,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"644",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54927167,115.2179317,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"645",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54925167,115.21792,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"646",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54923833,115.2179067,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"647",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54922333,115.21788,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"648",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54920667,115.2178633,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"649",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54919,115.217845,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"650",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54917667,115.2178283,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"651",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54915667,115.217805,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"652",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54914667,115.2177833,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"653",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54913333,115.21777,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"654",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54912,115.217735,"HPZ.7",-26,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
