sample,latitude,longitude,Macroalgae,Turf.algae,Unconsolidated,Seagrasses,Sponges,Consolidated,Other,Max,Max_if_2_habitats_have_same
LGBDT3_2399,-33.60975,115.2159833,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT3_2401,-33.60968333,115.2159833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2417,-33.60911667,115.2159167,0,11.11,22.22,66.67,0,0,0,Seagrasses,Seagrasses
LGBDT3_2419,-33.60905,115.2158833,0,75,0,25,0,0,0,Turf.algae,Turf.algae
LGBDT3_2427,-33.60876667,115.2159333,0,8.33,16.67,75,0,0,0,Seagrasses,Seagrasses
LGBDT3_2455,-33.60778333,115.2159333,0,9.09,0,90.9,0,0,0,Seagrasses,Seagrasses
LGBDT3_2468,-33.60735,115.2158,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT3_2475,-33.6071,115.2158167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2480,-33.60691667,115.2158833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2492,-33.6065,115.2158,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2494,-33.60645,115.2157833,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT3_2500,-33.60621667,115.2157833,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT3_2502,-33.60615,115.2157833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2506,-33.606,115.2157667,0,16.67,0,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT3_2510,-33.60586667,115.21575,0,9.09,0,90.9,0,0,0,Seagrasses,Seagrasses
LGBDT3_2515,-33.6057,115.2157333,10,30,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT3_2520,-33.60553333,115.2156667,0,22.22,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT3_2525,-33.60536667,115.21565,0,7.14,0,92.86,0,0,0,Seagrasses,Seagrasses
LGBDT3_2527,-33.6053,115.2156167,0,62.5,0,37.5,0,0,0,Turf.algae,Turf.algae
LGBDT3_2529,-33.60521667,115.2156167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2536,-33.605,115.2156,0,38.46,0,61.53,0,0,0,Seagrasses,Seagrasses
LGBDT3_2547,-33.60461667,115.2156667,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT3_2553,-33.60441667,115.2156333,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT3_2564,-33.60406667,115.2155167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT3_2566,-33.604,115.2154833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT3_2572,-33.6038,115.2154833,4.55,22.73,0,68.18,4.55,0,0,Seagrasses,Seagrasses
LGBDT3_2572,-33.6038,115.2154833,4.55,22.73,0,68.18,4.55,0,0,Seagrasses,Seagrasses
LGBDT3_2574,-33.60371667,115.2154833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2576,-33.60365,115.2154667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT3_2581,-33.60348333,115.2154167,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0801,-33.55378333,115.3111833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0805,-33.55391667,115.3112333,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_0807,-33.55396667,115.3112,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT4_0809,-33.55405,115.3111667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0815,-33.55425,115.3111,0,66.67,0,33.33,0,0,0,Turf.algae,Turf.algae
LGBDT4_0817,-33.55433333,115.31105,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0819,-33.5544,115.3110167,0,10,60,30,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_0841,-33.55516667,115.3107667,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT4_0855,-33.55563333,115.3104833,0,77.78,0,22.22,0,0,0,Turf.algae,Turf.algae
LGBDT4_0861,-33.55583333,115.3104,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0863,-33.55593333,115.3104167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0865,-33.55601667,115.3104,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0870,-33.5562,115.3104167,0,37.5,0,62.5,0,0,0,Seagrasses,Seagrasses
LGBDT4_0875,-33.55635,115.31035,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0879,-33.55645,115.3101667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0881,-33.55651667,115.3101667,0,0,28.57,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT4_0883,-33.55658333,115.3101167,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_0891,-33.55688333,115.31005,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0894,-33.55696667,115.3099667,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0896,-33.55703333,115.3098833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0907,-33.55741667,115.30965,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_0912,-33.55758333,115.3095667,0,50,10,40,0,0,0,Turf.algae,Turf.algae
LGBDT4_0915,-33.55763333,115.3094333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0918,-33.55771667,115.3093167,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0921,-33.55778333,115.3092167,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT4_0926,-33.55798333,115.3091333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0933,-33.55821667,115.30905,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0935,-33.55831667,115.3090167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0941,-33.55853333,115.3089167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_0942,-33.55855,115.3089167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0944,-33.55861667,115.3088667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0946,-33.5587,115.30885,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_0948,-33.55878333,115.3088333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0951,-33.5589,115.3088333,0,11.11,0,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT4_0953,-33.55898333,115.3088667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0963,-33.55935,115.3088833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0971,-33.55966667,115.3087833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_0980,-33.55995,115.3086,0,0,16.67,83.34,0,0,0,Seagrasses,Seagrasses
LGBDT4_0982,-33.56001667,115.3085333,0,10,10,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_0995,-33.56043333,115.30825,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_0997,-33.56053333,115.30825,0,0,8.33,91.67,0,0,0,Seagrasses,Seagrasses
LGBDT4_1003,-33.56078333,115.3083,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1004,-33.5608,115.3083,0,0,30.77,69.21,0,0,0,Seagrasses,Seagrasses
LGBDT4_1006,-33.5609,115.3083,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1010,-33.56103333,115.30825,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1013,-33.56115,115.3082167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1014,-33.56118333,115.3081833,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1016,-33.56123333,115.30815,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1017,-33.56128333,115.3081333,0,0,7.14,92.85,0,0,0,Seagrasses,Seagrasses
LGBDT4_1019,-33.56138333,115.3081,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1024,-33.56153333,115.3080167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1028,-33.56165,115.3079167,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT4_1030,-33.56175,115.3078833,0,0,44.44,55.55,0,0,0,Seagrasses,Seagrasses
LGBDT4_1034,-33.5619,115.30785,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1036,-33.56198333,115.3078333,0,0,12.5,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT4_1038,-33.56205,115.3078,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1040,-33.5621,115.3077333,22.22,0,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT4_1041,-33.56215,115.3077,0,9.09,27.27,63.63,0,0,0,Seagrasses,Seagrasses
LGBDT4_1043,-33.56221667,115.3077,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT4_1050,-33.56248333,115.3075667,0,38.46,0,61.53,0,0,0,Seagrasses,Seagrasses
LGBDT4_1053,-33.56261667,115.3075667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1055,-33.5627,115.30755,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1057,-33.56276667,115.3075667,0,66.67,0,33.33,0,0,0,Turf.algae,Turf.algae
LGBDT4_1059,-33.56285,115.30755,0,54.55,0,36.36,9.09,0,0,Turf.algae,Turf.algae
LGBDT4_1066,-33.56313333,115.3075833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1068,-33.56318333,115.30765,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT4_1072,-33.56333333,115.3077667,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT4_1077,-33.56351667,115.3077833,0,42.86,0,57.14,0,0,0,Seagrasses,Seagrasses
LGBDT4_1079,-33.56358333,115.3077833,10,20,10,50,10,0,0,Seagrasses,Seagrasses
LGBDT4_1083,-33.56375,115.3077667,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT4_1094,-33.5642,115.3077333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1096,-33.56428333,115.3077333,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT4_1100,-33.56441667,115.3077,0,63.64,0,36.36,0,0,0,Turf.algae,Turf.algae
LGBDT4_1105,-33.56463333,115.3077333,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT4_1112,-33.5649,115.3077833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1118,-33.56511667,115.30785,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1126,-33.56543333,115.3079333,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT4_1141,-33.56603333,115.30795,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT4_1150,-33.56643333,115.30785,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1155,-33.56661667,115.30785,0,88.89,0,11.11,0,0,0,Turf.algae,Turf.algae
LGBDT4_1157,-33.5667,115.3078167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1160,-33.56676667,115.3076667,0,0,0,0,0,0,100,Other,Other
LGBDT4_1167,-33.56671667,115.3072667,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT4_1172,-33.56678333,115.3071,0,0,16.67,83.32,0,0,0,Seagrasses,Seagrasses
LGBDT4_1186,-33.56735,115.3068833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1193,-33.56763333,115.3069,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1196,-33.56773333,115.3068833,0,0,30,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1203,-33.56801667,115.3069,28.57,35.71,0,35.71,0,0,0,Turf.algae,Seagrasses
LGBDT4_1205,-33.56811667,115.3069,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1207,-33.56818333,115.3069333,0,15.38,0,84.6,0,0,0,Seagrasses,Seagrasses
LGBDT4_1211,-33.56836667,115.30695,0,16.67,0,83.34,0,0,0,Seagrasses,Seagrasses
LGBDT4_1211,-33.56835,115.30695,0,16.67,0,83.34,0,0,0,Seagrasses,Seagrasses
LGBDT4_1215,-33.56851667,115.30695,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT4_1227,-33.56895,115.3068167,0,38.46,15.38,46.16,0,0,0,Seagrasses,Seagrasses
LGBDT4_1231,-33.56915,115.3068333,0,0,12.5,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT4_1233,-33.56923333,115.30685,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1235,-33.56931667,115.3068667,0,0,25,75,0,0,0,Seagrasses,Seagrasses
LGBDT4_1240,-33.56951667,115.3069,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1245,-33.5697,115.3069,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1249,-33.56986667,115.3069333,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1261,-33.57035,115.3070167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1267,-33.5706,115.3070667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1272,-33.57083333,115.3070167,0,12.5,0,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT4_1277,-33.57105,115.3070167,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1282,-33.57125,115.3070333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1284,-33.57135,115.3070167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1286,-33.57143333,115.307,0,0,11.11,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT4_1288,-33.5715,115.3069667,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1293,-33.57166667,115.3068833,0,0,25,75,0,0,0,Seagrasses,Seagrasses
LGBDT4_1298,-33.57185,115.30675,0,0,16.67,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT4_1301,-33.57193333,115.3066333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1303,-33.572,115.3065667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1303,-33.572,115.3065833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1305,-33.57208333,115.3065333,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1326,-33.57253333,115.3057667,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT4_1328,-33.57265,115.3057667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1335,-33.57293333,115.3057667,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT4_1340,-33.57313333,115.3058333,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1342,-33.57321667,115.30585,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1344,-33.5733,115.3058333,0,14.29,0,85.71,0,0,0,Seagrasses,Seagrasses
LGBDT4_1345,-33.57333333,115.30585,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1346,-33.57338333,115.3058833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1348,-33.57345,115.3059167,0,66.67,0,33.33,0,0,0,Turf.algae,Turf.algae
LGBDT4_1350,-33.57353333,115.3059167,0,58.33,0,41.66,0,0,0,Turf.algae,Turf.algae
LGBDT4_1350,-33.57353333,115.3059167,0,58.33,0,41.66,0,0,0,Turf.algae,Turf.algae
LGBDT4_1352,-33.57361667,115.3059167,0,66.67,8.33,25,0,0,0,Turf.algae,Turf.algae
LGBDT4_1359,-33.5739,115.3059833,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT4_1361,-33.574,115.3059833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1370,-33.57436667,115.306,0,63.64,0,36.36,0,0,0,Turf.algae,Turf.algae
LGBDT4_1372,-33.57445,115.30605,0,63.64,0,36.36,0,0,0,Turf.algae,Turf.algae
LGBDT4_1375,-33.57456667,115.3061,0,58.33,0,41.66,0,0,0,Turf.algae,Turf.algae
LGBDT4_1377,-33.57463333,115.3061833,0,81.82,0,18.18,0,0,0,Turf.algae,Turf.algae
LGBDT4_1384,-33.57495,115.3061833,0,30.77,0,69.23,0,0,0,Seagrasses,Seagrasses
LGBDT4_1384,-33.57493333,115.3061833,0,30.77,0,69.23,0,0,0,Seagrasses,Seagrasses
LGBDT4_1386,-33.57501667,115.3062333,10,10,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1387,-33.57503333,115.30625,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1390,-33.57515,115.30635,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1392,-33.57523333,115.3063667,10,10,10,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1393,-33.57526667,115.3063667,7.69,53.85,0,38.46,0,0,0,Turf.algae,Turf.algae
LGBDT4_1395,-33.57535,115.3064,0,11.11,0,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT4_1397,-33.57543333,115.3064,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1405,-33.57576667,115.3064833,10,20,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1406,-33.5758,115.3064833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1416,-33.57621667,115.30645,0,22.22,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT4_1421,-33.57643333,115.3064833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1423,-33.57653333,115.3065,0,0,70,30,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1425,-33.57661667,115.3064833,0,25,8.33,66.66,0,0,0,Seagrasses,Seagrasses
LGBDT4_1434,-33.57696667,115.3065,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1436,-33.57706667,115.3065,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT4_1438,-33.57716667,115.3064833,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT4_1440,-33.57725,115.30645,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1442,-33.57731667,115.30645,0,16.67,0,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT4_1447,-33.57755,115.3064333,0,75,0,25,0,0,0,Turf.algae,Turf.algae
LGBDT4_1449,-33.57765,115.3064333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1449,-33.57763333,115.3064333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1451,-33.57773333,115.3064667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1456,-33.57795,115.3065333,14.29,42.86,14.29,28.58,0,0,0,Turf.algae,Turf.algae
LGBDT4_1457,-33.578,115.3065333,0,50,33.33,16.67,0,0,0,Turf.algae,Turf.algae
LGBDT4_1459,-33.57806667,115.3064833,0,0,50,50,0,0,0,Unconsolidated,Seagrasses
LGBDT4_1464,-33.57826667,115.3063667,0,10,60,30,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1474,-33.57866667,115.30615,0,28.57,28.57,42.87,0,0,0,Seagrasses,Seagrasses
LGBDT4_1476,-33.57875,115.3061,0,41.67,0,58.33,0,0,0,Seagrasses,Seagrasses
LGBDT4_1492,-33.57941667,115.3059167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1495,-33.57953333,115.3058667,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1500,-33.57975,115.3058,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1512,-33.58021667,115.30555,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1517,-33.5804,115.3054167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1522,-33.58058333,115.30525,0,0,80,20,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1535,-33.58111667,115.3049167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1537,-33.5812,115.30485,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1539,-33.58126667,115.3048,0,0,71.43,28.57,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1541,-33.58133333,115.30475,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1549,-33.58163333,115.3045667,10,0,10,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1552,-33.58173333,115.3044833,0,14.29,7.14,78.57,0,0,0,Seagrasses,Seagrasses
LGBDT4_1554,-33.58181667,115.3044333,13.33,6.67,0,80.01,0,0,0,Seagrasses,Seagrasses
LGBDT4_1561,-33.5821,115.3042667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1563,-33.58218333,115.3042167,0,20,30,50,0,0,0,Seagrasses,Seagrasses
LGBDT4_1572,-33.58256667,115.3039833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1580,-33.5829,115.3037333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1592,-33.58336667,115.3033833,0,0,50,50,0,0,0,Unconsolidated,Seagrasses
LGBDT4_1595,-33.58348333,115.3033,0,0,22.22,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT4_1600,-33.58371667,115.30335,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1604,-33.58391667,115.3033,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1606,-33.58398333,115.3032333,0,0,50,50,0,0,0,Unconsolidated,Seagrasses
LGBDT4_1608,-33.58408333,115.3032333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1611,-33.58421667,115.3032167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1628,-33.5849,115.3028,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1634,-33.5851,115.3025667,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1635,-33.58515,115.30255,0,0,92.31,7.69,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1638,-33.58528333,115.3025167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1645,-33.58555,115.3023667,0,0,30,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1646,-33.5856,115.3023667,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1661,-33.58621667,115.302,0,0,14.29,85.71,0,0,0,Seagrasses,Seagrasses
LGBDT4_1666,-33.5864,115.3018833,0,9.09,0,90.91,0,0,0,Seagrasses,Seagrasses
LGBDT4_1669,-33.58655,115.3018333,0,0,30,70,0,0,0,Seagrasses,Seagrasses
LGBDT4_1674,-33.58673333,115.3017167,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1679,-33.58691667,115.3015833,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1687,-33.58723333,115.30135,0,0,83.33,16.67,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1695,-33.5875,115.3011167,0,60,13.33,26.67,0,0,0,Turf.algae,Turf.algae
LGBDT4_1697,-33.58758333,115.3010833,0,44.44,0,55.55,0,0,0,Seagrasses,Seagrasses
LGBDT4_1699,-33.58766667,115.30105,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1701,-33.58775,115.3009833,0,36.36,18.18,45.45,0,0,0,Seagrasses,Seagrasses
LGBDT4_1704,-33.58786667,115.3009,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT4_1707,-33.58798333,115.3008667,0,7.14,7.14,85.71,0,0,0,Seagrasses,Seagrasses
LGBDT4_1712,-33.58818333,115.3007333,100,0,0,0,0,0,0,Turf.algae,Other
LGBDT4_1721,-33.5886,115.3005167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1733,-33.58905,115.30025,0,33.33,20,46.66,0,0,0,Seagrasses,Seagrasses
LGBDT4_1735,-33.58915,115.3002,0,46.67,6.67,46.68,0,0,0,Seagrasses,Seagrasses
LGBDT4_1737,-33.58921667,115.3001333,0,76.92,0,23.07,0,0,0,Turf.algae,Turf.algae
LGBDT4_1749,-33.58973333,115.2997833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1763,-33.59026667,115.2994,0,0,6.67,93.34,0,0,0,Seagrasses,Seagrasses
LGBDT4_1765,-33.59035,115.2993167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1770,-33.59055,115.2992,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT4_1772,-33.59063333,115.29915,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1777,-33.59081667,115.299,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1779,-33.5909,115.2989333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1801,-33.59173333,115.2982333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1807,-33.59193333,115.2980167,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT4_1814,-33.59216667,115.2977667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1823,-33.59253333,115.2975,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1825,-33.59261667,115.29745,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT4_1826,-33.59266667,115.2974167,0,21.43,0,78.57,0,0,0,Seagrasses,Seagrasses
LGBDT4_1829,-33.59278333,115.2973167,0,44.44,0,55.56,0,0,0,Seagrasses,Seagrasses
LGBDT4_1834,-33.593,115.2972333,0,6.67,0,93.34,0,0,0,Seagrasses,Seagrasses
LGBDT4_1844,-33.5934,115.2969333,0,78.57,0,21.43,0,0,0,Turf.algae,Turf.algae
LGBDT4_1848,-33.59356667,115.2968,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT4_1859,-33.59398333,115.2964333,0,12.5,12.5,75,0,0,0,Seagrasses,Seagrasses
LGBDT4_1861,-33.59406667,115.2963833,0,0,0,100.01,0,0,0,Seagrasses,Seagrasses
LGBDT4_1865,-33.59421667,115.29625,21.43,42.86,0,35.71,0,0,0,Turf.algae,Turf.algae
LGBDT4_1872,-33.59451667,115.2960833,0,23.08,0,76.92,0,0,0,Seagrasses,Seagrasses
LGBDT4_1877,-33.59476667,115.2960167,0,58.33,0,41.67,0,0,0,Turf.algae,Turf.algae
LGBDT4_1879,-33.59485,115.2959667,6.67,80,13.33,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1887,-33.59516667,115.2957167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT4_1889,-33.59525,115.29565,0,36.36,9.09,54.54,0,0,0,Seagrasses,Seagrasses
LGBDT4_1892,-33.59536667,115.2955667,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT4_1896,-33.59555,115.2954333,0,27.27,0,72.73,0,0,0,Seagrasses,Seagrasses
LGBDT4_1901,-33.59571667,115.2953,0,14.29,0,85.71,0,0,0,Seagrasses,Seagrasses
LGBDT4_1903,-33.59581667,115.2952333,0,15.38,0,84.61,0,0,0,Seagrasses,Seagrasses
