"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Zone","Transect","Transect.id"
"1076",20,0,0,0,0,76,4,0,"Unconsolidated",-33.540585,115.2081367,"HPZ",9,"HPZ.9"
"1077",8,0,0,0,0,76,0,16,"Unconsolidated",-33.540585,115.208125,"HPZ",9,"HPZ.9"
"1078",4,0,0,0,0,84,0,12,"Unconsolidated",-33.54058333,115.2081017,"HPZ",9,"HPZ.9"
"1079",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54057833,115.2080767,"HPZ",9,"HPZ.9"
"1080",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54057167,115.208055,"HPZ",9,"HPZ.9"
"1081",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54056333,115.2080317,"HPZ",9,"HPZ.9"
"1082",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54055833,115.208015,"HPZ",9,"HPZ.9"
"1083",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54055167,115.208005,"HPZ",9,"HPZ.9"
"1084",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54054833,115.20798,"HPZ",9,"HPZ.9"
"1085",0,0,0,0,0,96,0,4,"Unconsolidated",-33.54054167,115.2079617,"HPZ",9,"HPZ.9"
"1086",0,0,0,0,0,100,0,0,"Unconsolidated",-33.540535,115.2079433,"HPZ",9,"HPZ.9"
"1087",0,0,0,0,0,96,0,4,"Unconsolidated",-33.54052833,115.20791,"HPZ",9,"HPZ.9"
"1088",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54053167,115.2078917,"HPZ",9,"HPZ.9"
"1089",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54053167,115.207865,"HPZ",9,"HPZ.9"
"1090",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54053667,115.20785,"HPZ",9,"HPZ.9"
"1091",0,0,0,0,0,96,0,4,"Unconsolidated",-33.54053167,115.20782,"HPZ",9,"HPZ.9"
"1092",0,0,0,0,0,100,0,0,"Unconsolidated",-33.540535,115.2078017,"HPZ",9,"HPZ.9"
"1093",0,0,0,0,0,92,0,8,"Unconsolidated",-33.54053833,115.207785,"HPZ",9,"HPZ.9"
"1094",8,0,0,0,0,92,0,0,"Unconsolidated",-33.54053833,115.2077683,"HPZ",9,"HPZ.9"
"1095",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54054167,115.2077533,"HPZ",9,"HPZ.9"
"1096",0,0,0,0,0,100,0,0,"Unconsolidated",-33.54054167,115.2077283,"HPZ",9,"HPZ.9"
"1097",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48655833,115.08644,"MUZ",1,"MUZ.1"
"1098",0,0,0,0,0,84,0,16,"Unconsolidated",-33.486565,115.086425,"MUZ",1,"MUZ.1"
"1099",0,28,0,0,0,60,0,12,"Unconsolidated",-33.48657333,115.0863967,"MUZ",1,"MUZ.1"
"1100",0,24,0,0,0,72,4,0,"Unconsolidated",-33.48658,115.08637,"MUZ",1,"MUZ.1"
"1101",0,28,0,0,0,68,0,4,"Unconsolidated",-33.48658667,115.0863433,"MUZ",1,"MUZ.1"
"1102",0,20,4,0,0,64,4,8,"Unconsolidated",-33.48658667,115.0863217,"MUZ",1,"MUZ.1"
"1103",0,12,0,0,0,88,0,0,"Unconsolidated",-33.48660333,115.0862833,"MUZ",1,"MUZ.1"
"1104",0,12,0,0,0,68,20,0,"Unconsolidated",-33.48660833,115.08627,"MUZ",1,"MUZ.1"
"1105",0,24,0,0,0,68,0,8,"Unconsolidated",-33.48661333,115.0862467,"MUZ",1,"MUZ.1"
"1106",0,0,0,0,0,84,0,16,"Unconsolidated",-33.48662,115.086225,"MUZ",1,"MUZ.1"
"1107",0,28,0,0,0,32,0,40,"Macroalgae",-33.48662833,115.0862,"MUZ",1,"MUZ.1"
"1108",0,0,0,0,0,68,32,0,"Unconsolidated",-33.48663667,115.08617,"MUZ",1,"MUZ.1"
"1109",0,0,0,0,0,72,20,8,"Unconsolidated",-33.48663667,115.0861433,"MUZ",1,"MUZ.1"
"1110",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486635,115.0861117,"MUZ",1,"MUZ.1"
"1111",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48663667,115.08609,"MUZ",1,"MUZ.1"
"1112",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48663333,115.086065,"MUZ",1,"MUZ.1"
"1113",0,0,0,0,0,76,24,0,"Unconsolidated",-33.48663,115.0860417,"MUZ",1,"MUZ.1"
"1114",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48663833,115.0860233,"MUZ",1,"MUZ.1"
"1115",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48664833,115.0859983,"MUZ",1,"MUZ.1"
"1116",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486655,115.08597,"MUZ",1,"MUZ.1"
"1117",0,0,0,0,0,88,0,12,"Unconsolidated",-33.48665833,115.08594,"MUZ",1,"MUZ.1"
"1118",0,0,0,0,0,84,16,0,"Unconsolidated",-33.48666333,115.085915,"MUZ",1,"MUZ.1"
"1119",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48667167,115.08589,"MUZ",1,"MUZ.1"
"1120",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48667833,115.0858633,"MUZ",1,"MUZ.1"
"1121",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48669667,115.085845,"MUZ",1,"MUZ.1"
"1122",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486705,115.0858217,"MUZ",1,"MUZ.1"
"1123",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48671167,115.0858,"MUZ",1,"MUZ.1"
"1124",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48671833,115.0857783,"MUZ",1,"MUZ.1"
"1125",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48672667,115.0857467,"MUZ",1,"MUZ.1"
"1126",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48673167,115.0857317,"MUZ",1,"MUZ.1"
"1127",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48674333,115.0857,"MUZ",1,"MUZ.1"
"1128",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48682333,115.085225,"MUZ",1,"MUZ.1"
"1129",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48682833,115.0852033,"MUZ",1,"MUZ.1"
"1130",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48683833,115.0851617,"MUZ",1,"MUZ.1"
"1131",0,0,0,0,0,96,0,4,"Unconsolidated",-33.48685,115.0851467,"MUZ",1,"MUZ.1"
"1132",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486855,115.0851167,"MUZ",1,"MUZ.1"
"1133",0,0,0,0,0,83.33,0,16.67,"Unconsolidated",-33.48688333,115.085045,"MUZ",1,"MUZ.1"
"1134",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48689833,115.085005,"MUZ",1,"MUZ.1"
"1135",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486935,115.0849,"MUZ",1,"MUZ.1"
"1136",0,0,0,0,0,42.86,0,57.14,"Macroalgae",-33.48693833,115.08488,"MUZ",1,"MUZ.1"
"1137",0,100,0,0,0,0,0,0,"Turf.algae",-33.48696833,115.0847333,"MUZ",1,"MUZ.1"
"1138",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486855,115.0844483,"MUZ",1,"MUZ.1"
"1139",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48681667,115.0844167,"MUZ",1,"MUZ.1"
"1140",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48678833,115.0843783,"MUZ",1,"MUZ.1"
"1141",0,0,0,0,0,96,0,4,"Unconsolidated",-33.486765,115.0843617,"MUZ",1,"MUZ.1"
"1142",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48675333,115.0843567,"MUZ",1,"MUZ.1"
"1143",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486735,115.0843417,"MUZ",1,"MUZ.1"
"1144",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48672167,115.0843333,"MUZ",1,"MUZ.1"
"1145",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486705,115.08433,"MUZ",1,"MUZ.1"
"1146",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48669,115.0843167,"MUZ",1,"MUZ.1"
"1147",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48667833,115.0843083,"MUZ",1,"MUZ.1"
"1148",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486665,115.0842983,"MUZ",1,"MUZ.1"
"1149",0,0,0,0,0,66.67,33.33,0,"Unconsolidated",-33.48664,115.0842783,"MUZ",1,"MUZ.1"
"1150",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48662167,115.08427,"MUZ",1,"MUZ.1"
"1151",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48660667,115.084235,"MUZ",1,"MUZ.1"
"1152",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48659667,115.0842233,"MUZ",1,"MUZ.1"
"1153",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48659333,115.0842067,"MUZ",1,"MUZ.1"
"1154",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48658333,115.0841833,"MUZ",1,"MUZ.1"
"1155",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48658167,115.0841567,"MUZ",1,"MUZ.1"
"1156",0,0,0,0,0,95.24,0,4.76,"Unconsolidated",-33.48657833,115.0841417,"MUZ",1,"MUZ.1"
"1157",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657333,115.0841217,"MUZ",1,"MUZ.1"
"1158",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657,115.0841033,"MUZ",1,"MUZ.1"
"1159",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486555,115.0840667,"MUZ",1,"MUZ.1"
"1160",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48655167,115.0840517,"MUZ",1,"MUZ.1"
"1161",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48655,115.0840333,"MUZ",1,"MUZ.1"
"1162",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48655333,115.0839967,"MUZ",1,"MUZ.1"
"1163",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48654333,115.0839483,"MUZ",1,"MUZ.1"
"1164",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48654667,115.0839367,"MUZ",1,"MUZ.1"
"1165",0,0,0,0,0,75,25,0,"Unconsolidated",-33.48655833,115.083905,"MUZ",1,"MUZ.1"
"1166",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48656,115.083885,"MUZ",1,"MUZ.1"
"1167",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48656667,115.0838617,"MUZ",1,"MUZ.1"
"1168",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657,115.0838333,"MUZ",1,"MUZ.1"
"1169",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657333,115.0838167,"MUZ",1,"MUZ.1"
"1170",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657833,115.083795,"MUZ",1,"MUZ.1"
"1171",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48659167,115.0837383,"MUZ",1,"MUZ.1"
"1172",0,0,0,0,0,100,0,0,"Unconsolidated",-33.4866,115.083715,"MUZ",1,"MUZ.1"
"1173",0,0,0,0,0,100,0,0,"Unconsolidated",-33.4866,115.0836883,"MUZ",1,"MUZ.1"
"1174",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48659667,115.08367,"MUZ",1,"MUZ.1"
"1175",0,0,0,0,0,100,0,0,"Unconsolidated",-33.4866,115.0836483,"MUZ",1,"MUZ.1"
"1176",0,0,0,0,0,100,0,0,"Unconsolidated",-33.4866,115.0836233,"MUZ",1,"MUZ.1"
"1177",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48658833,115.0836117,"MUZ",1,"MUZ.1"
"1178",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48657333,115.0835883,"MUZ",1,"MUZ.1"
"1179",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486555,115.083565,"MUZ",1,"MUZ.1"
"1180",0,0,0,0,0,64,0,0,"Unconsolidated",-33.48653833,115.08355,"MUZ",1,"MUZ.1"
"1181",0,0,0,0,0,94.12,5.88,0,"Unconsolidated",-33.48652333,115.083535,"MUZ",1,"MUZ.1"
"1182",0,0,0,0,0,95.45,4.55,0,"Unconsolidated",-33.48651,115.0835133,"MUZ",1,"MUZ.1"
"1183",0,0,0,0,0,63.16,0,0,"Unconsolidated",-33.48649167,115.0835133,"MUZ",1,"MUZ.1"
"1184",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486475,115.0834983,"MUZ",1,"MUZ.1"
"1185",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48645667,115.0835017,"MUZ",1,"MUZ.1"
"1186",0,0,0,0,0,84,16,0,"Unconsolidated",-33.486435,115.0834933,"MUZ",1,"MUZ.1"
"1187",0,0,0,0,0,92,8,0,"Unconsolidated",-33.48641,115.0835,"MUZ",1,"MUZ.1"
"1188",0,0,0,0,0,76,24,0,"Unconsolidated",-33.48639,115.0835033,"MUZ",1,"MUZ.1"
"1189",0,0,0,0,0,72,28,0,"Unconsolidated",-33.486375,115.0835117,"MUZ",1,"MUZ.1"
"1190",0,0,0,0,0,24,76,0,"Consolidated",-33.48636,115.0835183,"MUZ",1,"MUZ.1"
"1191",0,0,0,0,0,95.46,0,4.55,"Unconsolidated",-33.48634,115.083525,"MUZ",1,"MUZ.1"
"1192",0,0,0,0,0,56.52,43.48,0,"Unconsolidated",-33.48632333,115.0835417,"MUZ",1,"MUZ.1"
"1193",0,0,0,0,0,60,40,0,"Unconsolidated",-33.48630833,115.0835483,"MUZ",1,"MUZ.1"
"1194",0,0,0,0,0,92,8,0,"Unconsolidated",-33.48629,115.0835667,"MUZ",1,"MUZ.1"
"1195",0,0,0,0,0,45.45,22.73,0,"Unconsolidated",-33.48627667,115.0835767,"MUZ",1,"MUZ.1"
"1196",0,0,0,0,0,72.22,0,0,"Unconsolidated",-33.48626167,115.0835883,"MUZ",1,"MUZ.1"
"1197",0,0,0,0,0,95,5,0,"Unconsolidated",-33.48624833,115.0835983,"MUZ",1,"MUZ.1"
"1198",0,0,0,0,0,84,16,0,"Unconsolidated",-33.48623667,115.083615,"MUZ",1,"MUZ.1"
"1199",0,0,0,0,0,92.86,7.14,0,"Unconsolidated",-33.48621833,115.08362,"MUZ",1,"MUZ.1"
"1200",0,0,0,0,0,96,4,0,"Unconsolidated",-33.486205,115.083635,"MUZ",1,"MUZ.1"
"1201",0,0,0,0,0,50,0,0,"Unconsolidated",-33.48618833,115.0836317,"MUZ",1,"MUZ.1"
"1202",0,0,0,0,0,88,12,0,"Unconsolidated",-33.486175,115.0836283,"MUZ",1,"MUZ.1"
"1203",0,0,0,0,0,71.43,28.57,0,"Unconsolidated",-33.48616,115.0836267,"MUZ",1,"MUZ.1"
"1204",0,0,0,0,0,56,44,0,"Unconsolidated",-33.48614833,115.0836183,"MUZ",1,"MUZ.1"
"1205",0,0,0,0,0,76.19,23.81,0,"Unconsolidated",-33.48613833,115.08361,"MUZ",1,"MUZ.1"
"1206",0,0,0,0,0,68,0,0,"Unconsolidated",-33.48612,115.0835967,"MUZ",1,"MUZ.1"
"1207",0,0,0,0,0,28,24,0,"Unconsolidated",-33.48610667,115.0835733,"MUZ",1,"MUZ.1"
"1208",0,0,0,0,0,80,20,0,"Unconsolidated",-33.48609667,115.083565,"MUZ",1,"MUZ.1"
"1209",0,0,0,0,0,72,12,0,"Unconsolidated",-33.48609,115.0835417,"MUZ",1,"MUZ.1"
"1210",0,0,0,0,0,15,0,0,"Unconsolidated",-33.48608,115.0835317,"MUZ",1,"MUZ.1"
"1211",0,0,0,0,0,80,16,4,"Unconsolidated",-33.48607333,115.08352,"MUZ",1,"MUZ.1"
"1212",0,0,0,0,0,33.33,0,0,"Unconsolidated",-33.48606833,115.0835083,"MUZ",1,"MUZ.1"
"1213",0,0,0,0,0,88.24,0,0,"Unconsolidated",-33.486065,115.0834967,"MUZ",1,"MUZ.1"
"1214",0,0,0,0,0,78.26,21.74,0,"Unconsolidated",-33.48605333,115.08348,"MUZ",1,"MUZ.1"
"1215",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48604667,115.0834683,"MUZ",1,"MUZ.1"
"1216",0,0,0,0,0,72.73,22.73,4.55,"Unconsolidated",-33.48603667,115.0834483,"MUZ",1,"MUZ.1"
"1217",0,0,0,0,0,86.96,4.35,0,"Unconsolidated",-33.48603333,115.0834183,"MUZ",1,"MUZ.1"
"1218",0,0,0,0,0,76,24,0,"Unconsolidated",-33.48603,115.083405,"MUZ",1,"MUZ.1"
"1219",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48602333,115.0833817,"MUZ",1,"MUZ.1"
"1220",0,0,0,0,0,80,20,0,"Unconsolidated",-33.48601,115.0833617,"MUZ",1,"MUZ.1"
"1221",0,0,0,0,0,68.75,31.25,0,"Unconsolidated",-33.48600333,115.0833333,"MUZ",1,"MUZ.1"
"1222",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48601,115.0833117,"MUZ",1,"MUZ.1"
"1223",0,0,0,0,0,96,0,4,"Unconsolidated",-33.486015,115.0832917,"MUZ",1,"MUZ.1"
"1224",0,0,0,0,0,92,8,0,"Unconsolidated",-33.48601833,115.0832683,"MUZ",1,"MUZ.1"
"1225",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48601667,115.0832417,"MUZ",1,"MUZ.1"
"1226",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48602,115.0832133,"MUZ",1,"MUZ.1"
"1227",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48601833,115.0831833,"MUZ",1,"MUZ.1"
"1228",0,5.56,0,0,0,94.44,0,0,"Unconsolidated",-33.486015,115.0831533,"MUZ",1,"MUZ.1"
"1229",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486015,115.0831283,"MUZ",1,"MUZ.1"
"1230",0,0,0,0,0,94.12,0,5.88,"Unconsolidated",-33.48601833,115.0831133,"MUZ",1,"MUZ.1"
"1231",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48602667,115.0830967,"MUZ",1,"MUZ.1"
"1232",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48602667,115.0830783,"MUZ",1,"MUZ.1"
"1233",0,0,0,0,0,100,0,0,"Unconsolidated",-33.486025,115.083055,"MUZ",1,"MUZ.1"
"1234",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48602333,115.08302,"MUZ",1,"MUZ.1"
"1235",0,0,0,0,0,75,25,0,"Unconsolidated",-33.48601833,115.082995,"MUZ",1,"MUZ.1"
"1236",0,0,0,0,0,0,0,0,"total.seagrass",-33.48601,115.08297,"MUZ",1,"MUZ.1"
"1237",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48600333,115.0829417,"MUZ",1,"MUZ.1"
"1238",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48598833,115.0829167,"MUZ",1,"MUZ.1"
"1239",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48597333,115.08291,"MUZ",1,"MUZ.1"
"1240",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48596333,115.0828767,"MUZ",1,"MUZ.1"
"1241",0,0,0,0,0,71.43,28.57,0,"Unconsolidated",-33.48594167,115.082845,"MUZ",1,"MUZ.1"
"1242",0,0,0,0,0,92.86,7.14,0,"Unconsolidated",-33.48592333,115.0828333,"MUZ",1,"MUZ.1"
"1243",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48590167,115.0828233,"MUZ",1,"MUZ.1"
"1244",0,0,0,0,0,90,10,0,"Unconsolidated",-33.485885,115.082815,"MUZ",1,"MUZ.1"
"1245",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48587,115.0828083,"MUZ",1,"MUZ.1"
"1246",0,0,0,0,0,82.35,17.65,0,"Unconsolidated",-33.485855,115.0828067,"MUZ",1,"MUZ.1"
"1247",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48583833,115.0828033,"MUZ",1,"MUZ.1"
"1248",0,0,0,0,0,86.36,13.64,0,"Unconsolidated",-33.485825,115.0828083,"MUZ",1,"MUZ.1"
"1249",0,0,0,0,0,72,28,0,"Unconsolidated",-33.48581167,115.0828067,"MUZ",1,"MUZ.1"
"1250",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48579,115.0828017,"MUZ",1,"MUZ.1"
"1251",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48577333,115.0828033,"MUZ",1,"MUZ.1"
"1252",0,0,0,0,0,47.62,14.29,0,"Unconsolidated",-33.48575167,115.0827983,"MUZ",1,"MUZ.1"
"1253",0,0,0,0,0,100,0,0,"Unconsolidated",-33.48573333,115.0828,"MUZ",1,"MUZ.1"
"1254",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1255",12,0,0,0,0,88,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1256",4,0,0,0,0,96,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1257",8,0,0,0,0,92,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1258",4,0,0,0,0,92,0,4,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1259",8,0,0,0,0,88,4,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1260",20,0,0,0,0,76,0,4,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1261",32,0,0,0,0,64,0,4,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1262",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1263",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1264",0,0,0,0,0,92,0,8,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1265",0,0,0,0,0,92,0,8,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1266",0,0,0,0,0,84,0,16,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1267",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1268",0,0,0,0,0,92,0,8,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1269",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1270",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49570333,115.3484067,"MUZ",10,"MUZ.10"
"1271",0,0,0,0,0,92,0,8,"Unconsolidated",-33.49569,115.3484933,"MUZ",10,"MUZ.10"
"1272",32,0,0,0,0,68,0,0,"Unconsolidated",-33.49566,115.3485867,"MUZ",10,"MUZ.10"
"1273",40,0,0,0,0,60,0,0,"Unconsolidated",-33.49563,115.348675,"MUZ",10,"MUZ.10"
"1274",28,0,0,0,0,72,0,0,"Unconsolidated",-33.49559333,115.348775,"MUZ",10,"MUZ.10"
"1275",36,20,0,0,0,36,0,8,"total.seagrass",-33.49556833,115.348855,"MUZ",10,"MUZ.10"
"1276",56,0,0,0,0,44,0,0,"total.seagrass",-33.49554667,115.3489383,"MUZ",10,"MUZ.10"
"1277",52,0,0,0,0,48,0,0,"total.seagrass",-33.49553333,115.348995,"MUZ",10,"MUZ.10"
"1278",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49551833,115.349035,"MUZ",10,"MUZ.10"
"1279",4,0,0,0,0,92,0,4,"Unconsolidated",-33.49551,115.3490783,"MUZ",10,"MUZ.10"
"1280",0,0,0,0,0,96,0,4,"Unconsolidated",-33.49550833,115.34912,"MUZ",10,"MUZ.10"
"1281",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49550167,115.349155,"MUZ",10,"MUZ.10"
"1282",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49549667,115.3491883,"MUZ",10,"MUZ.10"
"1283",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49548667,115.3492233,"MUZ",10,"MUZ.10"
"1284",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49548333,115.349245,"MUZ",10,"MUZ.10"
"1285",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547833,115.3492733,"MUZ",10,"MUZ.10"
"1286",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547333,115.3493017,"MUZ",10,"MUZ.10"
"1287",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49546833,115.34932,"MUZ",10,"MUZ.10"
"1288",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49546667,115.3493517,"MUZ",10,"MUZ.10"
"1289",0,0,0,0,0,100,0,0,"Unconsolidated",-33.495465,115.3493767,"MUZ",10,"MUZ.10"
"1290",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49546167,115.3494,"MUZ",10,"MUZ.10"
"1291",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49546333,115.349425,"MUZ",10,"MUZ.10"
"1292",0,0,0,0,0,100,0,0,"Unconsolidated",-33.495465,115.34945,"MUZ",10,"MUZ.10"
"1293",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547333,115.3494733,"MUZ",10,"MUZ.10"
"1294",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547167,115.3494983,"MUZ",10,"MUZ.10"
"1295",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547167,115.3495217,"MUZ",10,"MUZ.10"
"1296",0,0,0,0,0,96,0,0,"Unconsolidated",-33.49547,115.3495417,"MUZ",10,"MUZ.10"
"1297",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547333,115.3495633,"MUZ",10,"MUZ.10"
"1298",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547833,115.349585,"MUZ",10,"MUZ.10"
"1299",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547833,115.34961,"MUZ",10,"MUZ.10"
"1300",0,0,0,0,0,84,0,16,"Unconsolidated",-33.495475,115.3496367,"MUZ",10,"MUZ.10"
"1301",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49547167,115.3496617,"MUZ",10,"MUZ.10"
"1302",16,0,0,0,0,84,0,0,"Unconsolidated",-33.49548,115.3496933,"MUZ",10,"MUZ.10"
"1303",64,0,0,0,0,36,0,0,"total.seagrass",-33.49548167,115.3497183,"MUZ",10,"MUZ.10"
"1304",68,0,0,0,0,32,0,0,"total.seagrass",-33.495485,115.3497433,"MUZ",10,"MUZ.10"
"1305",78.26,0,0,0,0,21.74,0,0,"total.seagrass",-33.49549333,115.3497717,"MUZ",10,"MUZ.10"
"1306",52,8,0,0,0,40,0,0,"total.seagrass",-33.495495,115.3498,"MUZ",10,"MUZ.10"
"1307",48,0,0,0,0,48,0,4,"total.seagrass",-33.49549833,115.3498317,"MUZ",10,"MUZ.10"
"1308",44,0,0,0,0,56,0,0,"Unconsolidated",-33.495505,115.3498583,"MUZ",10,"MUZ.10"
"1309",12,8,0,0,0,80,0,0,"Unconsolidated",-33.49550667,115.3498867,"MUZ",10,"MUZ.10"
"1310",0,0,0,0,0,100,0,0,"Unconsolidated",-33.49551,115.3499117,"MUZ",10,"MUZ.10"
"1311",0,0,0,0,0,92,0,8,"Unconsolidated",-33.49550833,115.349935,"MUZ",10,"MUZ.10"
