"","campaignid","sample","latitude","longitude","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated"
"248","2014-12_Geographe_Bay_stereoBRUVs","53",-33.3582167,115.3565167,0,0,0,1,0,0,0
"249","2014-12_Geographe_Bay_stereoBRUVs","538",-33.5839167,115.3846667,1,1,0,1,1,0,0
"250","2014-12_Geographe_Bay_stereoBRUVs","54",-33.51305,115.1532,0,0,0,1,1,1,0
"251","2014-12_Geographe_Bay_stereoBRUVs","543",-33.5950333,115.2434,1,1,0,0,0,0,0
"252","2014-12_Geographe_Bay_stereoBRUVs","544",-33.4464167,115.43405,0,1,0,1,1,1,0
"253","2014-12_Geographe_Bay_stereoBRUVs","55",-33.5708667,115.2801167,0,0,0,1,1,0,0
"254","2014-12_Geographe_Bay_stereoBRUVs","551",-33.5735167,115.3901333,0,0,0,0,1,0,0
"255","2014-12_Geographe_Bay_stereoBRUVs","554",-33.55765,115.3835167,0,0,0,0,1,0,0
"256","2014-12_Geographe_Bay_stereoBRUVs","56",-33.4953,115.2224167,0,0,0,1,1,0,0
"257","2014-12_Geographe_Bay_stereoBRUVs","560",-33.4381667,115.5268667,0,0,0,1,1,0,0
"258","2014-12_Geographe_Bay_stereoBRUVs","567",-33.5866833,115.2760167,0,0,0,1,1,0,0
"259","2014-12_Geographe_Bay_stereoBRUVs","570",-33.5731333,115.1625333,0,0,0,1,1,0,0
"260","2014-12_Geographe_Bay_stereoBRUVs","572",-33.3913,115.5492167,1,0,0,0,1,0,0
"261","2014-12_Geographe_Bay_stereoBRUVs","579",-33.5017167,115.37405,1,1,0,0,1,0,0
"262","2014-12_Geographe_Bay_stereoBRUVs","58",-33.56965,115.3795833,0,1,0,0,1,0,0
"263","2014-12_Geographe_Bay_stereoBRUVs","583",-33.47835,115.3932,0,1,0,0,1,1,0
"264","2014-12_Geographe_Bay_stereoBRUVs","586",-33.5309167,115.38595,1,1,0,1,1,0,0
"265","2014-12_Geographe_Bay_stereoBRUVs","587",-33.5934667,115.1873833,0,1,0,0,1,0,0
"266","2014-12_Geographe_Bay_stereoBRUVs","592",-33.5185,115.4460167,0,1,0,1,1,0,0
"267","2014-12_Geographe_Bay_stereoBRUVs","599",-33.5021167,115.4508,0,1,0,1,1,0,0
"268","2014-12_Geographe_Bay_stereoBRUVs","6",-33.4070833,115.1204167,0,0,0,1,0,0,0
"269","2014-12_Geographe_Bay_stereoBRUVs","60",-33.3626167,115.5049333,0,1,0,0,1,0,0
"270","2014-12_Geographe_Bay_stereoBRUVs","602",-33.6202,115.25615,0,1,0,1,1,0,0
"271","2014-12_Geographe_Bay_stereoBRUVs","608",-33.4551833,115.4702833,0,1,0,0,1,0,0
"272","2014-12_Geographe_Bay_stereoBRUVs","61",-33.4992833,115.1345167,0,1,0,1,0,0,0
"273","2014-12_Geographe_Bay_stereoBRUVs","611",-33.5421333,115.4590333,0,1,0,0,0,0,0
"274","2014-12_Geographe_Bay_stereoBRUVs","615",-33.5980667,115.3327667,0,1,0,1,1,0,0
"275","2014-12_Geographe_Bay_stereoBRUVs","618",-33.5678833,115.3528167,1,1,0,1,0,0,0
"276","2014-12_Geographe_Bay_stereoBRUVs","62",-33.4505,115.3306833,0,0,0,1,0,0,0
"277","2014-12_Geographe_Bay_stereoBRUVs","623",-33.6129333,115.1556167,0,0,0,0,1,0,0
"278","2014-12_Geographe_Bay_stereoBRUVs","624",-33.4209667,115.4918833,0,1,0,0,0,0,0
"279","2014-12_Geographe_Bay_stereoBRUVs","63",-33.50385,115.2562,1,0,0,1,1,0,0
"280","2014-12_Geographe_Bay_stereoBRUVs","631",-33.5778833,115.2541167,1,1,0,1,1,0,0
"281","2014-12_Geographe_Bay_stereoBRUVs","633",-33.4711667,115.4535,0,1,0,0,1,0,0
"282","2014-12_Geographe_Bay_stereoBRUVs","634",-33.5336667,115.4141167,0,1,0,0,1,0,0
"283","2014-12_Geographe_Bay_stereoBRUVs","635",-33.5809667,115.1995667,0,1,0,1,1,0,0
"284","2014-12_Geographe_Bay_stereoBRUVs","64",-33.4364167,115.50945,0,1,0,0,1,0,0
"285","2014-12_Geographe_Bay_stereoBRUVs","640",-33.5162,115.4646167,0,1,0,0,1,1,0
"286","2014-12_Geographe_Bay_stereoBRUVs","647",-33.4926,115.42465,0,0,0,0,1,0,0
"287","2014-12_Geographe_Bay_stereoBRUVs","65",-33.3597167,115.2047667,0,0,0,1,0,0,0
"288","2014-12_Geographe_Bay_stereoBRUVs","650",-33.5131167,115.3715667,1,1,0,0,1,0,0
"289","2014-12_Geographe_Bay_stereoBRUVs","655",-33.5812,115.2456833,0,1,0,1,1,0,0
"290","2014-12_Geographe_Bay_stereoBRUVs","656",-33.3713167,115.5503833,0,0,0,0,1,0,0
"291","2014-12_Geographe_Bay_stereoBRUVs","666",-33.5511167,115.35715,1,0,0,1,1,0,0
"292","2014-12_Geographe_Bay_stereoBRUVs","67",-33.4783167,115.0859333,0,0,0,1,1,0,0
"293","2014-12_Geographe_Bay_stereoBRUVs","672",-33.4004333,115.53565,0,0,0,0,1,0,0
"294","2014-12_Geographe_Bay_stereoBRUVs","679",-33.4721333,115.4152667,0,0,0,1,1,0,0
"295","2014-12_Geographe_Bay_stereoBRUVs","68",-33.3881667,115.2426,0,0,0,1,0,0,0
"296","2014-12_Geographe_Bay_stereoBRUVs","682",-33.5696167,115.3354167,0,1,0,0,0,0,0
"297","2014-12_Geographe_Bay_stereoBRUVs","684",-33.5845333,115.1735,0,0,0,1,0,0,0
"298","2014-12_Geographe_Bay_stereoBRUVs","688",-33.6026333,115.3181333,0,0,0,1,0,0,0
"299","2014-12_Geographe_Bay_stereoBRUVs","69",-33.3534333,115.4040333,0,0,0,1,0,0,0
"300","2014-12_Geographe_Bay_stereoBRUVs","694",-33.5280667,115.34985,0,1,0,0,1,0,0
"301","2014-12_Geographe_Bay_stereoBRUVs","698",-33.5246167,115.4035333,0,1,0,0,1,0,0
"302","2014-12_Geographe_Bay_stereoBRUVs","7",-33.4204833,115.4457,0,0,0,1,0,0,0
"303","2014-12_Geographe_Bay_stereoBRUVs","70",-33.4158833,115.1513667,0,0,0,1,0,0,0
"304","2014-12_Geographe_Bay_stereoBRUVs","704",-33.48475,115.5324,0,1,0,1,1,1,0
"305","2014-12_Geographe_Bay_stereoBRUVs","71",-33.4270833,115.4286667,0,1,0,0,0,0,0
"306","2014-12_Geographe_Bay_stereoBRUVs","711",-33.36945,115.5666,0,0,0,1,1,0,0
"307","2014-12_Geographe_Bay_stereoBRUVs","714",-33.5792667,115.1468167,0,0,0,1,1,0,0
"308","2014-12_Geographe_Bay_stereoBRUVs","719",-33.6009667,115.23245,1,0,0,1,0,0,0
"309","2014-12_Geographe_Bay_stereoBRUVs","72",-33.4624833,115.32235,0,0,0,1,0,0,0
"310","2014-12_Geographe_Bay_stereoBRUVs","720",-33.3599,115.58345,1,0,0,1,1,0,0
"311","2014-12_Geographe_Bay_stereoBRUVs","73",-33.3718,115.1456,0,0,0,1,0,0,0
"312","2014-12_Geographe_Bay_stereoBRUVs","735",-33.5620333,115.1433167,0,0,0,1,0,0,0
"313","2014-12_Geographe_Bay_stereoBRUVs","736",-33.3850833,115.5606333,0,0,0,1,1,0,0
"314","2014-12_Geographe_Bay_stereoBRUVs","746",-33.5794333,115.3570667,0,0,0,1,0,0,0
"315","2014-12_Geographe_Bay_stereoBRUVs","748",-33.3695667,115.5138333,1,1,0,0,1,0,0
"316","2014-12_Geographe_Bay_stereoBRUVs","75",-33.5893333,115.29455,0,0,0,0,1,0,0
"317","2014-12_Geographe_Bay_stereoBRUVs","752",-33.3765667,115.5914167,1,0,0,1,0,0,0
"318","2014-12_Geographe_Bay_stereoBRUVs","755",-33.43385,115.4571167,0,1,0,1,1,0,0
"319","2014-12_Geographe_Bay_stereoBRUVs","759",-33.5759,115.3173333,0,0,0,0,1,0,0
"320","2014-12_Geographe_Bay_stereoBRUVs","76",-33.41295,115.2846833,0,0,0,1,0,0,0
"321","2014-12_Geographe_Bay_stereoBRUVs","762",-33.5198667,115.4149,1,1,0,0,0,1,0
"322","2014-12_Geographe_Bay_stereoBRUVs","764",-33.3744333,115.49605,0,1,0,0,1,0,0
"323","2014-12_Geographe_Bay_stereoBRUVs","77",-33.45575,115.1029,0,0,0,1,0,0,0
"324","2014-12_Geographe_Bay_stereoBRUVs","779",-33.5817167,115.2263667,0,1,0,0,1,0,0
"325","2014-12_Geographe_Bay_stereoBRUVs","78",-33.5076,115.4437667,0,1,0,0,1,0,0
"326","2014-12_Geographe_Bay_stereoBRUVs","782",-33.5142,115.4368333,0,0,0,0,1,0,0
"327","2014-12_Geographe_Bay_stereoBRUVs","783",-33.5817167,115.2263667,0,1,0,1,1,0,0
"328","2014-12_Geographe_Bay_stereoBRUVs","784",-33.6014333,115.1773667,0,1,0,0,1,0,0
"329","2014-12_Geographe_Bay_stereoBRUVs","79",-33.5874,115.2308833,0,0,0,1,0,0,0
"330","2014-12_Geographe_Bay_stereoBRUVs","791",-33.4851333,115.4435167,0,1,0,1,1,0,0
"331","2014-12_Geographe_Bay_stereoBRUVs","794",-33.6248167,115.2039333,0,0,0,0,1,0,0
"332","2014-12_Geographe_Bay_stereoBRUVs","80",-33.3515833,115.5195333,0,1,0,0,1,0,0
"333","2014-12_Geographe_Bay_stereoBRUVs","800",-33.5731667,115.1934833,1,1,0,1,1,1,0
"334","2014-12_Geographe_Bay_stereoBRUVs","807",-33.494,115.4907,1,1,0,0,0,0,0
"335","2014-12_Geographe_Bay_stereoBRUVs","81",-33.3788167,115.23045,0,0,0,1,1,0,0
"336","2014-12_Geographe_Bay_stereoBRUVs","810",-33.5513333,115.3766,0,1,0,1,1,0,0
"337","2014-12_Geographe_Bay_stereoBRUVs","816",-33.3996,115.56325,0,0,0,1,0,0,0
"338","2014-12_Geographe_Bay_stereoBRUVs","82",-33.3955167,115.1102833,0,0,0,1,0,0,0
"339","2014-12_Geographe_Bay_stereoBRUVs","823",-33.5857333,115.2872167,0,1,0,0,1,1,0
"340","2014-12_Geographe_Bay_stereoBRUVs","826",-33.5426833,115.4005833,0,0,0,1,1,0,0
"341","2014-12_Geographe_Bay_stereoBRUVs","828",-33.4174667,115.5295667,0,1,0,0,0,0,0
"342","2014-12_Geographe_Bay_stereoBRUVs","83",-33.46935,115.37905,0,1,0,0,1,0,0
"343","2014-12_Geographe_Bay_stereoBRUVs","832",-33.4556167,115.5196833,0,0,0,1,1,0,0
"344","2014-12_Geographe_Bay_stereoBRUVs","839",-33.4873,115.4085,1,1,0,0,1,0,0
"345","2014-12_Geographe_Bay_stereoBRUVs","84",-33.3964667,115.1924,0,0,0,1,0,0,0
"346","2014-12_Geographe_Bay_stereoBRUVs","842",-33.5681167,115.11485,0,1,0,1,1,1,0
"347","2014-12_Geographe_Bay_stereoBRUVs","843",-33.5999833,115.2586,0,1,0,0,1,0,0
"348","2014-12_Geographe_Bay_stereoBRUVs","848",-33.35185,115.5323,0,1,0,0,1,0,0
"349","2014-12_Geographe_Bay_stereoBRUVs","855",-33.4901,115.4357667,0,1,0,1,1,0,0
"350","2014-12_Geographe_Bay_stereoBRUVs","858",-33.5573167,115.3461833,0,1,0,1,0,0,0
"351","2014-12_Geographe_Bay_stereoBRUVs","86",-33.5405167,115.1785167,0,0,0,1,1,0,0
"352","2014-12_Geographe_Bay_stereoBRUVs","864",-33.58325,115.3720667,0,1,0,0,1,0,0
"353","2014-12_Geographe_Bay_stereoBRUVs","87",-33.4896,115.4589333,1,1,0,0,0,0,0
"354","2014-12_Geographe_Bay_stereoBRUVs","879",-33.6168833,115.1828667,0,0,0,0,1,0,0
"355","2014-12_Geographe_Bay_stereoBRUVs","88",-33.5010667,115.2145333,0,0,0,1,0,0,0
"356","2014-12_Geographe_Bay_stereoBRUVs","880",-33.53655,115.4444,0,0,0,0,1,0,0
"357","2014-12_Geographe_Bay_stereoBRUVs","89",-33.3828167,115.0563833,0,0,0,1,0,0,0
"358","2014-12_Geographe_Bay_stereoBRUVs","9",-33.3643333,115.1361167,1,1,0,1,0,0,0
"359","2014-12_Geographe_Bay_stereoBRUVs","90",-33.5333167,115.3224833,0,0,0,0,1,0,0
"360","2014-12_Geographe_Bay_stereoBRUVs","91",-33.5396,115.2060833,0,0,0,1,0,0,0
"361","2014-12_Geographe_Bay_stereoBRUVs","92",-33.4175833,115.3149833,0,0,0,1,1,0,0
"362","2014-12_Geographe_Bay_stereoBRUVs","93",-33.4813167,115.15275,0,0,0,1,0,0,0
"363","2014-12_Geographe_Bay_stereoBRUVs","95",-33.5175,115.3155333,0,1,0,0,0,1,0
"364","2014-12_Geographe_Bay_stereoBRUVs","96",-33.4489,115.4808167,1,1,0,0,1,0,0
"365","2014-12_Geographe_Bay_stereoBRUVs","97",-33.38465,115.2926667,0,1,0,1,1,1,0
"366","2014-12_Geographe_Bay_stereoBRUVs","98",-33.434,115.1726667,0,0,0,0,1,1,0
"367","2014-12_Geographe_Bay_stereoBRUVs","99",-33.3953,115.3990167,0,1,0,1,1,0,0
"368","2014-12_Geographe_Bay_stereoBRUVs","GBR1-1",-33.5936167,115.19625,0,1,0,0,0,0,0
"369","2014-12_Geographe_Bay_stereoBRUVs","GBR1-2",-33.5936,115.1995333,0,1,0,0,0,0,0
"370","2014-12_Geographe_Bay_stereoBRUVs","GBR1-3",-33.5937833,115.2022833,0,0,0,0,1,0,0
"371","2014-12_Geographe_Bay_stereoBRUVs","GBR1-4",-33.59345,115.2055167,0,1,0,0,0,0,0
"372","2014-12_Geographe_Bay_stereoBRUVs","GBR2-1",-33.5938333,115.19065,0,1,0,0,1,0,0
"373","2014-12_Geographe_Bay_stereoBRUVs","GBR2-2",-33.5940167,115.1883833,0,1,0,0,0,1,0
"374","2014-12_Geographe_Bay_stereoBRUVs","GBR2-3",-33.5940667,115.1864833,0,1,0,0,0,1,0
"375","2014-12_Geographe_Bay_stereoBRUVs","GBR2-4",-33.59365,115.193,0,1,0,0,0,0,0
"376","2014-12_Geographe_Bay_stereoBRUVs","GBR3-1",-33.5944667,115.1819333,1,1,0,0,0,0,0
"377","2014-12_Geographe_Bay_stereoBRUVs","GBR3-2",-33.59365,115.193,0,1,0,0,0,0,0
"378","2014-12_Geographe_Bay_stereoBRUVs","GBR3-3",-33.59365,115.1839667,0,1,0,0,1,0,0
"379","2014-12_Geographe_Bay_stereoBRUVs","GBR4-1",-33.5933333,115.2080833,0,1,0,0,0,0,0
"380","2014-12_Geographe_Bay_stereoBRUVs","GBR4-2",-33.5928333,115.2102333,0,1,1,0,0,0,0
"381","2014-12_Geographe_Bay_stereoBRUVs","GBR5-1",-33.5932167,115.2119333,0,1,0,0,0,0,0
"382","2014-12_Geographe_Bay_stereoBRUVs","GBR5-2",-33.5927333,115.2148,0,0,0,1,1,0,0
"383","2014-12_Geographe_Bay_stereoBRUVs","GBR5-3",-33.5924167,115.2175167,0,0,0,0,1,0,0
"384","2014-12_Geographe_Bay_stereoBRUVs","RB1",-33.53455,115.2176667,0,0,0,1,0,0,0
"385","2014-12_Geographe_Bay_stereoBRUVs","RB2",-33.5085667,115.2254833,0,0,0,1,1,0,0
"386","2014-12_Geographe_Bay_stereoBRUVs","RC1",-33.4628,115.23995,1,1,0,1,1,0,0
"387","2014-12_Geographe_Bay_stereoBRUVs","RC2",-33.48635,115.1780333,1,1,0,1,1,1,0
"388","2014-12_Geographe_Bay_stereoBRUVs","RC3",-33.4704833,115.1684167,0,1,1,1,0,1,0
