"","campaignid","sample","latitude","longitude","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated","Other"
"452","r20150527_055625_wa-gb-auv-05","PR_20150527_060740_250_AC16",-33.5528275,115.3746085,1,0,0,1,1,0,1,0
"453","r20150527_055625_wa-gb-auv-05","PR_20150527_060750_754_AC16",-33.5528308,115.3746906,0,1,0,1,1,0,0,0
"454","r20150527_055625_wa-gb-auv-05","PR_20150527_060801_259_AC16",-33.5527692,115.3747841,0,0,0,0,1,0,0,0
"455","r20150527_055625_wa-gb-auv-05","PR_20150527_060811_764_AC16",-33.5527348,115.3748957,1,0,0,1,1,0,0,0
"456","r20150527_055625_wa-gb-auv-05","PR_20150527_060822_270_AC16",-33.5526867,115.3750041,1,1,0,1,1,0,1,0
"457","r20150527_055625_wa-gb-auv-05","PR_20150527_060832_774_AC16",-33.5526441,115.3751093,1,1,0,1,1,0,0,0
"458","r20150527_055625_wa-gb-auv-05","PR_20150527_060843_278_AC16",-33.552601,115.3752115,1,0,0,1,1,0,0,1
"459","r20150527_055625_wa-gb-auv-05","PR_20150527_060853_783_AC16",-33.5525615,115.3753139,1,0,0,1,1,0,0,0
"460","r20150527_055625_wa-gb-auv-05","PR_20150527_060904_287_AC16",-33.5525193,115.3754164,1,0,0,1,1,0,1,1
"461","r20150527_055625_wa-gb-auv-05","PR_20150527_060914_791_AC16",-33.5524788,115.3755219,1,0,0,1,1,0,0,0
"462","r20150527_055625_wa-gb-auv-05","PR_20150527_060925_295_AC16",-33.5524442,115.3756199,0,0,0,1,1,0,0,0
"463","r20150527_055625_wa-gb-auv-05","PR_20150527_060935_799_AC16",-33.552409,115.3757185,0,1,0,1,1,0,0,0
"464","r20150527_055625_wa-gb-auv-05","PR_20150527_060946_303_AC16",-33.5523689,115.3758177,1,0,0,1,1,0,0,0
"465","r20150527_055625_wa-gb-auv-05","PR_20150527_060956_808_AC16",-33.5523099,115.3758795,1,1,0,1,1,0,0,0
"466","r20150527_055625_wa-gb-auv-05","PR_20150527_061007_312_AC16",-33.5522367,115.3758265,1,0,0,1,1,0,0,0
"467","r20150527_055625_wa-gb-auv-05","PR_20150527_061017_816_AC16",-33.5521423,115.3757811,1,0,0,1,1,0,0,1
"468","r20150527_055625_wa-gb-auv-05","PR_20150527_061028_321_AC16",-33.5520461,115.3757395,1,1,0,1,1,0,0,0
"469","r20150527_055625_wa-gb-auv-05","PR_20150527_061038_825_AC16",-33.5519547,115.3756926,1,1,0,1,1,0,1,1
"470","r20150527_055625_wa-gb-auv-05","PR_20150527_061049_330_AC16",-33.5518574,115.3756475,0,0,0,0,1,0,0,0
"471","r20150527_055625_wa-gb-auv-05","PR_20150527_061131_351_AC16",-33.5514864,115.3754848,0,0,0,0,1,0,0,0
"472","r20150527_055625_wa-gb-auv-05","PR_20150527_061141_855_AC16",-33.5513942,115.3754428,1,0,0,1,1,0,0,0
"473","r20150527_055625_wa-gb-auv-05","PR_20150527_061152_359_AC16",-33.5513028,115.3753993,1,1,0,1,1,0,0,0
"474","r20150527_055625_wa-gb-auv-05","PR_20150527_061202_863_AC16",-33.5512164,115.3753705,0,0,0,1,1,0,0,1
"475","r20150527_055625_wa-gb-auv-05","PR_20150527_061213_367_AC16",-33.5511194,115.3753421,0,0,0,0,1,0,0,0
"476","r20150527_055625_wa-gb-auv-05","PR_20150527_061223_870_AC16",-33.5510326,115.375295,0,0,0,0,1,0,0,0
"477","r20150527_055625_wa-gb-auv-05","PR_20150527_061234_373_AC16",-33.5509391,115.3752465,0,0,0,0,1,0,0,0
"478","r20150527_055625_wa-gb-auv-05","PR_20150527_061244_876_AC16",-33.5508462,115.3752006,0,0,0,1,1,0,0,0
"479","r20150527_055625_wa-gb-auv-05","PR_20150527_061255_378_AC16",-33.5507557,115.3751629,0,0,0,1,1,0,0,0
"480","r20150527_055625_wa-gb-auv-05","PR_20150527_061305_881_AC16",-33.5506632,115.3751278,0,1,0,0,1,0,0,0
"481","r20150527_055625_wa-gb-auv-05","PR_20150527_061316_384_AC16",-33.5506245,115.3751897,0,0,0,1,1,0,0,0
"482","r20150527_055625_wa-gb-auv-05","PR_20150527_061326_886_AC16",-33.5505933,115.3752973,0,1,0,1,1,0,0,0
"483","r20150527_055625_wa-gb-auv-05","PR_20150527_061337_389_AC16",-33.5505428,115.3754027,1,0,0,0,1,0,0,0
"484","r20150527_055625_wa-gb-auv-05","PR_20150527_061347_893_AC16",-33.5504877,115.3755008,1,0,0,1,1,0,0,0
"485","r20150527_055625_wa-gb-auv-05","PR_20150527_061358_398_AC16",-33.5504489,115.3756057,1,0,0,1,1,0,0,0
"486","r20150527_055625_wa-gb-auv-05","PR_20150527_061408_904_AC16",-33.5504102,115.3757151,0,0,0,1,1,0,0,0
"487","r20150527_055625_wa-gb-auv-05","PR_20150527_061419_408_AC16",-33.5503836,115.3758265,1,0,0,1,1,0,0,0
"488","r20150527_055625_wa-gb-auv-05","PR_20150527_061429_913_AC16",-33.550347,115.3759305,0,0,0,1,1,0,0,0
"489","r20150527_055625_wa-gb-auv-05","PR_20150527_061440_417_AC16",-33.5503071,115.3760341,1,0,0,1,1,0,0,0
"490","r20150527_055625_wa-gb-auv-05","PR_20150527_061450_922_AC16",-33.5502658,115.3761305,0,0,0,1,1,0,0,0
"491","r20150527_055625_wa-gb-auv-05","PR_20150527_061501_427_AC16",-33.5502237,115.3762322,0,0,0,0,1,0,0,0
"492","r20150527_055625_wa-gb-auv-05","PR_20150527_061511_932_AC16",-33.5501914,115.3763365,0,0,0,1,1,0,0,0
"493","r20150527_055625_wa-gb-auv-05","PR_20150527_061522_435_AC16",-33.5502442,115.3763919,1,0,0,1,1,0,0,0
"494","r20150527_055625_wa-gb-auv-05","PR_20150527_061532_939_AC16",-33.5503376,115.376434,1,1,0,1,1,0,1,0
"495","r20150527_055625_wa-gb-auv-05","PR_20150527_061543_443_AC16",-33.5504313,115.3764935,1,0,0,1,1,0,1,0
"496","r20150527_055625_wa-gb-auv-05","PR_20150527_061553_946_AC16",-33.5505173,115.3765512,1,1,0,1,1,0,1,0
"497","r20150527_055625_wa-gb-auv-05","PR_20150527_061604_449_AC16",-33.5506093,115.3766024,1,0,0,1,1,0,0,1
"498","r20150527_055625_wa-gb-auv-05","PR_20150527_061614_953_AC16",-33.5507006,115.3766561,1,0,0,1,1,0,0,0
"499","r20150527_055625_wa-gb-auv-05","PR_20150527_061625_456_AC16",-33.5507922,115.3767129,1,0,0,1,1,0,1,0
"500","r20150527_055625_wa-gb-auv-05","PR_20150527_061635_959_AC16",-33.5508803,115.3767683,0,0,0,1,1,0,1,0
"501","r20150527_055625_wa-gb-auv-05","PR_20150527_061646_462_AC16",-33.5509678,115.3768219,1,0,0,1,1,0,1,0
"502","r20150527_055625_wa-gb-auv-05","PR_20150527_061656_965_AC16",-33.5510568,115.3768761,1,0,0,1,1,0,0,0
"503","r20150527_055625_wa-gb-auv-05","PR_20150527_061707_467_AC16",-33.551145,115.3769288,1,0,0,1,1,0,0,1
"504","r20150527_055625_wa-gb-auv-05","PR_20150527_061717_969_AC16",-33.5512319,115.3769846,1,0,0,1,1,0,0,0
"505","r20150527_055625_wa-gb-auv-05","PR_20150527_061728_471_AC16",-33.5513157,115.3770354,1,0,0,1,1,0,0,0
"506","r20150527_055625_wa-gb-auv-05","PR_20150527_061738_973_AC16",-33.55141,115.3770872,1,1,0,1,0,0,1,0
"507","r20150527_055625_wa-gb-auv-05","PR_20150527_061749_476_AC16",-33.5514964,115.3771431,1,0,0,1,0,0,1,0
"508","r20150527_055625_wa-gb-auv-05","PR_20150527_061759_978_AC16",-33.5515802,115.3771961,1,0,0,1,1,0,0,0
"509","r20150527_055625_wa-gb-auv-05","PR_20150527_061810_481_AC16",-33.5516695,115.3772468,1,0,0,1,1,0,1,0
"510","r20150527_055625_wa-gb-auv-05","PR_20150527_061820_983_AC16",-33.5517571,115.3773003,1,0,0,1,1,0,0,0
"511","r20150527_055625_wa-gb-auv-05","PR_20150527_061831_485_AC16",-33.5517774,115.3773764,1,0,0,1,1,0,0,0
"512","r20150527_055625_wa-gb-auv-05","PR_20150527_061841_987_AC16",-33.5517209,115.3774651,1,0,0,1,1,0,0,0
"513","r20150527_055625_wa-gb-auv-05","PR_20150527_061852_489_AC16",-33.5516798,115.3775806,0,0,0,1,1,0,0,0
"514","r20150527_055625_wa-gb-auv-05","PR_20150527_061902_990_AC16",-33.5516391,115.3776916,1,0,0,1,1,0,0,0
"515","r20150527_055625_wa-gb-auv-05","PR_20150527_061913_493_AC16",-33.5515968,115.3777964,0,0,0,1,1,0,0,1
"516","r20150527_055625_wa-gb-auv-05","PR_20150527_061923_995_AC16",-33.5515569,115.3779041,1,0,0,1,1,0,0,0
"517","r20150527_055625_wa-gb-auv-05","PR_20150527_061934_497_AC16",-33.5515181,115.3780085,1,1,0,1,1,0,1,0
"518","r20150527_055625_wa-gb-auv-05","PR_20150527_061945_000_AC16",-33.5514727,115.3781059,1,1,0,1,0,0,1,0
"519","r20150527_055625_wa-gb-auv-05","PR_20150527_061955_503_AC16",-33.5514318,115.3782068,1,0,0,0,0,0,0,1
"520","r20150527_055625_wa-gb-auv-05","PR_20150527_062006_005_AC16",-33.5513931,115.37831,1,0,0,0,0,0,0,1
"521","r20150527_055625_wa-gb-auv-05","PR_20150527_062016_507_AC16",-33.551352,115.3784135,0,0,0,1,1,0,0,0
"522","r20150527_055625_wa-gb-auv-05","PR_20150527_062027_011_AC16",-33.5513131,115.378518,1,0,0,1,1,0,0,0
"523","r20150527_055625_wa-gb-auv-05","PR_20150527_062037_514_AC16",-33.5512521,115.3785744,1,0,0,1,1,0,1,0
"524","r20150527_055625_wa-gb-auv-05","PR_20150527_062048_016_AC16",-33.5511745,115.3785141,0,0,0,1,1,0,0,0
"525","r20150527_055625_wa-gb-auv-05","PR_20150527_062058_520_AC16",-33.551073,115.3784637,1,0,0,1,1,0,1,0
"526","r20150527_055625_wa-gb-auv-05","PR_20150527_062109_523_AC16",-33.5509732,115.3784129,0,0,0,1,1,0,0,0
"527","r20150527_055625_wa-gb-auv-05","PR_20150527_062120_024_AC16",-33.5508776,115.3783698,1,1,0,1,1,0,0,0
"528","r20150527_055625_wa-gb-auv-05","PR_20150527_062130_525_AC16",-33.5507848,115.3783264,1,0,0,1,1,0,1,1
"529","r20150527_055625_wa-gb-auv-05","PR_20150527_062141_027_AC16",-33.5506901,115.3782845,1,1,0,1,1,0,1,1
"530","r20150527_055625_wa-gb-auv-05","PR_20150527_062151_529_AC16",-33.5505978,115.3782394,0,0,0,0,1,0,0,0
"531","r20150527_055625_wa-gb-auv-05","PR_20150527_062202_030_AC16",-33.5505062,115.3781954,0,1,0,1,1,0,0,1
"532","r20150527_055625_wa-gb-auv-05","PR_20150527_062212_533_AC16",-33.5504143,115.3781524,1,1,0,1,1,0,1,0
"533","r20150527_055625_wa-gb-auv-05","PR_20150527_062223_035_AC16",-33.5503252,115.3781056,1,0,0,1,1,0,0,0
"534","r20150527_055625_wa-gb-auv-05","PR_20150527_062233_537_AC16",-33.5502317,115.378061,1,1,0,1,1,0,0,0
"535","r20150527_055625_wa-gb-auv-05","PR_20150527_062244_040_AC16",-33.5501355,115.378015,1,0,0,1,1,0,0,1
"536","r20150527_055625_wa-gb-auv-05","PR_20150527_062254_542_AC16",-33.550039,115.3779709,0,0,0,0,1,0,0,0
"537","r20150527_055625_wa-gb-auv-05","PR_20150527_062305_044_AC16",-33.5499433,115.3779276,1,1,0,1,1,0,0,0
"538","r20150527_055625_wa-gb-auv-05","PR_20150527_062315_547_AC16",-33.5498515,115.3778819,0,0,0,1,1,0,0,0
"539","r20150527_055625_wa-gb-auv-05","PR_20150527_062326_049_AC16",-33.5497577,115.377837,1,1,0,1,1,0,0,1
"540","r20150527_072129_wa-gb-auv-04","PR_20150527_072422_807_AC16",-33.5945166,115.2472679,1,0,0,1,1,0,0,0
"541","r20150527_072129_wa-gb-auv-04","PR_20150527_072433_309_AC16",-33.5945164,115.2473894,0,0,0,1,1,0,0,0
"542","r20150527_072129_wa-gb-auv-04","PR_20150527_072443_811_AC16",-33.5945171,115.2475109,0,0,0,1,1,0,0,0
"543","r20150527_072129_wa-gb-auv-04","PR_20150527_072454_313_AC16",-33.5945191,115.2476316,1,0,0,1,1,0,0,0
"544","r20150527_072129_wa-gb-auv-04","PR_20150527_072504_814_AC16",-33.5945202,115.2477495,0,1,0,1,1,0,0,0
"545","r20150527_072129_wa-gb-auv-04","PR_20150527_072515_316_AC16",-33.5945236,115.247868,0,1,0,1,1,0,0,0
"546","r20150527_072129_wa-gb-auv-04","PR_20150527_072525_817_AC16",-33.5945256,115.2479854,0,0,0,1,1,0,0,0
"547","r20150527_072129_wa-gb-auv-04","PR_20150527_072536_319_AC16",-33.5945279,115.2481016,1,0,0,1,1,0,0,0
"548","r20150527_072129_wa-gb-auv-04","PR_20150527_072546_821_AC16",-33.5945281,115.2482189,1,1,0,1,1,0,0,1
"549","r20150527_072129_wa-gb-auv-04","PR_20150527_072557_323_AC16",-33.594529,115.2483374,1,0,1,0,0,0,0,0
"550","r20150527_072129_wa-gb-auv-04","PR_20150527_072607_825_AC16",-33.5945293,115.2484597,1,1,0,0,0,0,0,0
"551","r20150527_072129_wa-gb-auv-04","PR_20150527_072618_327_AC16",-33.5945235,115.2485745,1,1,0,1,1,0,1,0
"552","r20150527_072129_wa-gb-auv-04","PR_20150527_072628_830_AC16",-33.5945228,115.2486903,0,1,0,1,1,0,0,0
"553","r20150527_072129_wa-gb-auv-04","PR_20150527_072639_332_AC16",-33.5945261,115.2488086,1,1,0,1,1,0,1,0
"554","r20150527_072129_wa-gb-auv-04","PR_20150527_072649_834_AC16",-33.5945277,115.2489263,1,1,1,1,0,0,1,0
"555","r20150527_072129_wa-gb-auv-04","PR_20150527_072700_336_AC16",-33.5945231,115.2490421,1,0,0,1,1,0,1,0
"556","r20150527_072129_wa-gb-auv-04","PR_20150527_072710_837_AC16",-33.5945171,115.2491545,1,0,0,1,1,0,0,0
"557","r20150527_072129_wa-gb-auv-04","PR_20150527_072721_340_AC16",-33.5945172,115.2492701,1,0,1,1,1,1,1,0
"558","r20150527_072129_wa-gb-auv-04","PR_20150527_072731_841_AC16",-33.5945197,115.2493896,1,0,0,1,1,0,1,0
"559","r20150527_072129_wa-gb-auv-04","PR_20150527_072742_342_AC16",-33.5945162,115.2495033,1,0,0,1,0,1,0,0
"560","r20150527_072129_wa-gb-auv-04","PR_20150527_072752_843_AC16",-33.5945099,115.2496158,1,0,0,1,1,0,1,0
"561","r20150527_072129_wa-gb-auv-04","PR_20150527_072803_343_AC16",-33.5945046,115.2497298,1,0,0,1,1,0,1,0
"562","r20150527_072129_wa-gb-auv-04","PR_20150527_072813_845_AC16",-33.5945035,115.2498471,1,1,0,1,1,0,1,0
"563","r20150527_072129_wa-gb-auv-04","PR_20150527_072824_346_AC16",-33.5945045,115.2499671,1,0,0,1,1,0,1,0
"564","r20150527_072129_wa-gb-auv-04","PR_20150527_072834_847_AC16",-33.5945054,115.2500835,1,0,0,1,1,0,1,0
"565","r20150527_072129_wa-gb-auv-04","PR_20150527_072845_348_AC16",-33.5945081,115.250202,1,0,0,1,1,0,1,0
"566","r20150527_072129_wa-gb-auv-04","PR_20150527_072855_849_AC16",-33.5945112,115.2503167,1,0,0,1,1,0,1,0
"567","r20150527_072129_wa-gb-auv-04","PR_20150527_072906_350_AC16",-33.5945113,115.2504348,1,1,0,1,0,0,1,1
"568","r20150527_072129_wa-gb-auv-04","PR_20150527_072916_850_AC16",-33.5945125,115.2505575,1,0,0,1,0,0,1,0
"569","r20150527_072129_wa-gb-auv-04","PR_20150527_072927_352_AC16",-33.5945082,115.2506761,1,1,0,1,1,0,1,0
"570","r20150527_072129_wa-gb-auv-04","PR_20150527_072937_854_AC16",-33.5945062,115.2507833,0,1,0,1,1,0,1,0
"571","r20150527_072129_wa-gb-auv-04","PR_20150527_072948_356_AC16",-33.5945116,115.2508761,1,0,0,1,1,0,0,0
"572","r20150527_072129_wa-gb-auv-04","PR_20150527_072958_858_AC16",-33.5945168,115.2509942,1,0,0,1,1,0,0,0
"573","r20150527_072129_wa-gb-auv-04","PR_20150527_073009_360_AC16",-33.5945209,115.2511223,1,0,0,1,1,0,1,0
"574","r20150527_072129_wa-gb-auv-04","PR_20150527_073019_863_AC16",-33.5945254,115.2512471,1,0,0,1,1,0,0,0
"575","r20150527_072129_wa-gb-auv-04","PR_20150527_073030_366_AC16",-33.5945297,115.2513701,1,0,0,1,1,0,1,1
"576","r20150527_072129_wa-gb-auv-04","PR_20150527_073040_870_AC16",-33.5945337,115.2514957,1,1,0,1,1,0,1,0
"577","r20150527_072129_wa-gb-auv-04","PR_20150527_073051_373_AC16",-33.5945384,115.2516126,0,0,0,1,1,0,0,0
"578","r20150527_072129_wa-gb-auv-04","PR_20150527_073101_875_AC16",-33.5945417,115.2517305,1,1,0,1,1,0,1,1
"579","r20150527_072129_wa-gb-auv-04","PR_20150527_073112_377_AC16",-33.594544,115.251847,1,1,1,0,1,0,1,1
"580","r20150527_072129_wa-gb-auv-04","PR_20150527_073122_879_AC16",-33.5945459,115.2519381,1,1,0,1,1,0,1,0
"581","r20150527_072129_wa-gb-auv-04","PR_20150527_073133_379_AC16",-33.5945449,115.2520577,1,0,0,1,1,0,1,0
"582","r20150527_072129_wa-gb-auv-04","PR_20150527_073143_879_AC16",-33.5945473,115.252184,1,1,0,1,0,0,1,1
"583","r20150527_072129_wa-gb-auv-04","PR_20150527_073154_380_AC16",-33.5945466,115.2523065,1,1,0,0,0,0,0,0
"584","r20150527_072129_wa-gb-auv-04","PR_20150527_073204_882_AC16",-33.5945513,115.2524287,1,0,0,1,1,0,1,1
"585","r20150527_072129_wa-gb-auv-04","PR_20150527_073215_384_AC16",-33.5945586,115.2525511,1,1,0,1,1,0,0,1
"586","r20150527_072129_wa-gb-auv-04","PR_20150527_073225_886_AC16",-33.5945654,115.2526702,1,0,1,1,0,0,1,0
"587","r20150527_072129_wa-gb-auv-04","PR_20150527_073236_388_AC16",-33.5945714,115.2527919,1,0,1,0,0,1,1,0
"588","r20150527_072129_wa-gb-auv-04","PR_20150527_073246_889_AC16",-33.594579,115.2529158,1,0,0,0,0,0,1,0
"589","r20150527_072129_wa-gb-auv-04","PR_20150527_073257_390_AC16",-33.5945873,115.2530346,1,0,0,1,1,0,1,0
"590","r20150527_072129_wa-gb-auv-04","PR_20150527_073307_892_AC16",-33.5945907,115.2531517,1,0,0,1,1,0,0,0
"591","r20150527_072129_wa-gb-auv-04","PR_20150527_073318_392_AC16",-33.5945894,115.2532657,1,0,0,1,1,0,0,0
"592","r20150527_072129_wa-gb-auv-04","PR_20150527_073328_893_AC16",-33.5945886,115.2533636,1,0,0,1,1,0,1,0
"593","r20150527_072129_wa-gb-auv-04","PR_20150527_073339_395_AC16",-33.5945883,115.2534777,1,0,0,1,1,0,0,0
"594","r20150527_072129_wa-gb-auv-04","PR_20150527_073349_897_AC16",-33.5945866,115.2536055,1,0,0,1,1,0,1,0
"595","r20150527_072129_wa-gb-auv-04","PR_20150527_073400_399_AC16",-33.5945847,115.2537304,1,1,0,1,1,0,0,0
"596","r20150527_072129_wa-gb-auv-04","PR_20150527_073410_901_AC16",-33.5945818,115.2538539,1,0,0,1,1,0,1,0
"597","r20150527_072129_wa-gb-auv-04","PR_20150527_073421_403_AC16",-33.5945784,115.2539728,1,0,0,1,1,0,1,0
"598","r20150527_072129_wa-gb-auv-04","PR_20150527_073431_905_AC16",-33.5945763,115.2540949,1,1,0,1,1,0,1,0
"599","r20150527_072129_wa-gb-auv-04","PR_20150527_073442_407_AC16",-33.5945732,115.2542173,1,0,0,1,1,0,0,0
"600","r20150527_072129_wa-gb-auv-04","PR_20150527_073452_908_AC16",-33.5945706,115.2543363,1,0,0,1,1,0,1,0
"601","r20150527_072129_wa-gb-auv-04","PR_20150527_073503_409_AC16",-33.5945688,115.2544569,1,1,0,0,1,0,0,1
"602","r20150527_072129_wa-gb-auv-04","PR_20150527_073513_910_AC16",-33.5945668,115.254576,1,0,0,1,1,0,1,0
"603","r20150527_072129_wa-gb-auv-04","PR_20150527_073524_411_AC16",-33.5945677,115.2546832,1,0,0,1,1,0,0,0
"604","r20150527_072129_wa-gb-auv-04","PR_20150527_073534_911_AC16",-33.594568,115.2547945,1,0,0,1,0,1,1,0
"605","r20150527_072129_wa-gb-auv-04","PR_20150527_073545_413_AC16",-33.5945677,115.2549074,1,0,0,1,1,0,1,0
"606","r20150527_072129_wa-gb-auv-04","PR_20150527_073555_915_AC16",-33.5945679,115.2550196,1,1,0,0,0,1,1,1
"607","r20150527_072129_wa-gb-auv-04","PR_20150527_073606_416_AC16",-33.5945699,115.2551314,1,1,0,1,1,0,1,0
"608","r20150527_072129_wa-gb-auv-04","PR_20150527_073616_918_AC16",-33.5945716,115.2552435,1,0,0,1,1,0,0,0
"609","r20150527_072129_wa-gb-auv-04","PR_20150527_073627_420_AC16",-33.5945721,115.2553643,0,0,0,1,1,0,0,1
"610","r20150527_072129_wa-gb-auv-04","PR_20150527_073637_922_AC16",-33.5945743,115.2554741,1,0,0,1,1,0,1,0
"611","r20150527_072129_wa-gb-auv-04","PR_20150527_073648_424_AC16",-33.5945803,115.2555949,1,0,0,1,1,0,0,0
"612","r20150527_072129_wa-gb-auv-04","PR_20150527_073658_924_AC16",-33.5945898,115.2557234,1,0,0,1,1,0,0,0
"613","r20150527_072129_wa-gb-auv-04","PR_20150527_073709_425_AC16",-33.5945974,115.2558473,0,0,0,0,1,0,0,0
"614","r20150527_072129_wa-gb-auv-04","PR_20150527_073719_926_AC16",-33.5946044,115.2559705,1,0,0,1,1,0,1,0
"615","r20150527_072129_wa-gb-auv-04","PR_20150527_073730_430_AC16",-33.5946141,115.2560893,0,0,0,1,1,0,0,0
"616","r20150527_072129_wa-gb-auv-04","PR_20150527_073740_932_AC16",-33.594622,115.2562092,1,0,0,1,1,0,1,0
"617","r20150527_072129_wa-gb-auv-04","PR_20150527_073751_434_AC16",-33.5946268,115.2563241,1,0,0,1,1,0,1,1
"618","r20150527_072129_wa-gb-auv-04","PR_20150527_073801_935_AC16",-33.5946344,115.2564414,1,0,0,1,0,1,1,0
"619","r20150527_072129_wa-gb-auv-04","PR_20150527_073812_436_AC16",-33.5946435,115.2565628,1,0,0,1,0,0,1,0
"620","r20150527_072129_wa-gb-auv-04","PR_20150527_073822_937_AC16",-33.5946508,115.2566821,1,0,0,1,1,0,1,0
"621","r20150527_072129_wa-gb-auv-04","PR_20150527_073833_440_AC16",-33.5946574,115.2567994,0,0,0,0,1,0,0,1
"622","r20150527_072129_wa-gb-auv-04","PR_20150527_073843_941_AC16",-33.5946664,115.2569093,1,0,0,1,1,0,1,1
"623","r20150527_072129_wa-gb-auv-04","PR_20150527_073854_443_AC16",-33.5946647,115.2570309,0,0,0,0,1,0,0,0
"624","r20150527_072129_wa-gb-auv-04","PR_20150527_073904_944_AC16",-33.5946633,115.2571566,1,0,0,1,1,0,1,0
"625","r20150527_072129_wa-gb-auv-04","PR_20150527_073915_445_AC16",-33.5946646,115.2572824,0,0,0,0,1,0,0,0
"626","r20150527_072129_wa-gb-auv-04","PR_20150527_073925_946_AC16",-33.5946655,115.2574032,1,0,0,1,1,0,1,0
"627","r20150527_072129_wa-gb-auv-04","PR_20150527_073936_447_AC16",-33.5946648,115.2575223,1,0,1,1,0,0,0,1
"628","r20150527_072129_wa-gb-auv-04","PR_20150527_073946_948_AC16",-33.5946675,115.2576413,1,1,1,0,0,0,1,0
"629","r20150527_072129_wa-gb-auv-04","PR_20150527_073957_448_AC16",-33.5946709,115.2577568,1,0,0,1,1,1,1,0
"630","r20150527_072129_wa-gb-auv-04","PR_20150527_074007_949_AC16",-33.5946752,115.2578649,1,0,0,1,1,0,1,0
"631","r20150527_072129_wa-gb-auv-04","PR_20150527_074018_450_AC16",-33.5946771,115.2579794,1,0,0,1,1,0,0,0
"632","r20150527_072129_wa-gb-auv-04","PR_20150527_074028_951_AC16",-33.5946792,115.2580934,1,0,0,1,1,0,0,0
"633","r20150527_072129_wa-gb-auv-04","PR_20150527_074039_453_AC16",-33.594681,115.2582064,1,0,0,1,1,0,1,0
"634","r20150527_072129_wa-gb-auv-04","PR_20150527_074049_955_AC16",-33.5946841,115.2583247,0,0,0,0,1,0,0,0
"635","r20150527_072129_wa-gb-auv-04","PR_20150527_074100_457_AC16",-33.5946867,115.2584396,1,0,0,1,1,0,0,0
"636","r20150527_072129_wa-gb-auv-04","PR_20150527_074110_959_AC16",-33.5946884,115.2585532,1,0,0,1,1,0,1,0
"637","r20150527_072129_wa-gb-auv-04","PR_20150527_074121_461_AC16",-33.5946927,115.2586666,1,0,0,1,1,0,0,0
"638","r20150527_072129_wa-gb-auv-04","PR_20150527_074131_963_AC16",-33.5946962,115.2587796,1,0,0,1,1,0,0,0
"639","r20150527_072129_wa-gb-auv-04","PR_20150527_074142_465_AC16",-33.5946998,115.2588938,1,0,0,1,1,0,0,1
"640","r20150527_072129_wa-gb-auv-04","PR_20150527_074152_966_AC16",-33.5947031,115.2590021,1,0,0,0,1,0,0,0
"641","r20150527_072129_wa-gb-auv-04","PR_20150527_074203_469_AC16",-33.5947039,115.2590931,1,0,0,1,1,0,0,0
"642","r20150527_072129_wa-gb-auv-04","PR_20150527_074213_971_AC16",-33.594704,115.2592138,1,0,0,1,1,0,1,1
"643","r20150527_072129_wa-gb-auv-04","PR_20150527_074224_472_AC16",-33.5947037,115.2593379,1,0,0,0,1,0,0,0
"644","r20150527_072129_wa-gb-auv-04","PR_20150527_074234_973_AC16",-33.5947031,115.2594604,1,0,0,1,1,0,1,0
"645","r20150527_072129_wa-gb-auv-04","PR_20150527_074245_474_AC16",-33.5947017,115.2595808,1,0,0,1,1,0,0,1
"646","r20150527_072129_wa-gb-auv-04","PR_20150527_074255_976_AC16",-33.5947003,115.2597003,1,0,0,1,1,0,0,0
"647","r20150527_072129_wa-gb-auv-04","PR_20150527_074306_477_AC16",-33.5946991,115.2598196,1,0,0,1,1,0,0,1
"648","r20150527_072129_wa-gb-auv-04","PR_20150527_074316_977_AC16",-33.5946998,115.2599382,1,0,0,1,1,0,1,0
"649","r20150527_072129_wa-gb-auv-04","PR_20150527_074327_478_AC16",-33.5946986,115.2600578,1,0,0,0,1,0,0,1
"650","r20150527_072129_wa-gb-auv-04","PR_20150527_074337_979_AC16",-33.5946973,115.2601739,0,0,0,1,1,0,1,1
"651","r20150527_072129_wa-gb-auv-04","PR_20150527_074348_482_AC16",-33.5946975,115.2602919,1,1,0,1,1,0,0,0
"652","r20150527_072129_wa-gb-auv-04","PR_20150527_074358_985_AC16",-33.5946958,115.2604118,0,1,0,1,1,0,1,0
"653","r20150527_072129_wa-gb-auv-04","PR_20150527_074409_489_AC16",-33.5946931,115.2605176,0,0,1,0,0,1,0,1
"654","r20150527_072129_wa-gb-auv-04","PR_20150527_074419_992_AC16",-33.5946989,115.2606254,1,1,0,1,1,0,1,0
"655","r20150527_072129_wa-gb-auv-04","PR_20150527_074430_495_AC16",-33.594695,115.2607541,1,1,0,1,1,0,0,0
"656","r20150527_072129_wa-gb-auv-04","PR_20150527_074440_998_AC16",-33.594693,115.2608805,1,0,0,1,1,0,0,0
"657","r20150527_072129_wa-gb-auv-04","PR_20150527_074452_001_AC16",-33.5946895,115.2610137,1,1,0,1,1,0,0,0
"658","r20150527_072129_wa-gb-auv-04","PR_20150527_074502_504_AC16",-33.5946867,115.261137,1,1,0,1,1,0,0,0
"659","r20150527_072129_wa-gb-auv-04","PR_20150527_074513_008_AC16",-33.5946822,115.2612574,1,0,0,1,1,0,0,0
