campaignid,sample,latitude,longitude,Macroalgae,Turf.algae,Stony.corals,Unconsolidated,Seagrasses,Sponges,Consolidated,Other,Max,Max_if_2_habitats_have_same
r20150527_034110_wa-gb-auv-06,PR_20150527_035748_145_FC16,-33.5187004,115.4145375,68,4,0,8,0,0,20,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_035758_648_FC16,-33.5186208,115.4145996,4,0,0,24,60,0,12,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035809_149_FC16,-33.5185444,115.4146615,4,0,0,0,92,0,4,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035819_650_FC16,-33.5184668,115.4147237,32,56,0,0,12,0,0,0,Turf.algae,Turf.algae
r20150527_034110_wa-gb-auv-06,PR_20150527_035830_151_FC16,-33.5183916,115.4147866,28,0,0,8,64,0,0,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035840_652_FC16,-33.5183144,115.414847,4,4,0,16,68,0,4,4,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035851_153_FC16,-33.5182385,115.41491,16,12,0,12,52,0,8,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035901_655_FC16,-33.5181596,115.4149685,28,0,0,20,52,0,0,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035912_156_FC16,-33.5180854,115.4150382,24,0,0,40,28,0,8,0,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_035922_658_FC16,-33.5181013,115.4151108,16,36,0,12,36,0,0,0,Turf.algae,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_035933_160_FC16,-33.5181521,115.4152064,40,12,0,16,28,0,4,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_035943_663_FC16,-33.5181978,115.4153206,40,12,0,20,20,0,8,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_035954_164_FC16,-33.5182401,115.4154322,60,12,0,16,0,0,12,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040004_666_FC16,-33.5182792,115.4155354,16,20,0,28,24,0,12,0,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_040015_168_FC16,-33.5183196,115.4156341,16,4,0,24,56,0,0,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_040025_670_FC16,-33.5183619,115.4157445,72,4,0,0,8,4,8,4,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040036_172_FC16,-33.5184011,115.4158498,44,12,0,4,36,0,0,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040046_675_FC16,-33.5184492,115.4159503,40,40,0,4,8,0,8,0,Macroalgae,Turf.algae
r20150527_034110_wa-gb-auv-06,PR_20150527_040057_178_FC16,-33.518492,115.4160534,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_034110_wa-gb-auv-06,PR_20150527_040107_681_FC16,-33.5185341,115.4161574,24,48,0,16,8,0,4,0,Turf.algae,Turf.algae
r20150527_034110_wa-gb-auv-06,PR_20150527_040118_184_FC16,-33.5185776,115.4162583,48,12,0,20,4,0,16,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040128_687_FC16,-33.5186188,115.416357,64,0,0,20,16,0,0,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040139_189_FC16,-33.5186632,115.4164608,40,32,0,8,12,4,4,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040149_691_FC16,-33.5187049,115.416562,84,0,0,0,4,0,12,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040200_193_FC16,-33.5187448,115.4166603,28,0,0,36,32,0,0,4,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_040210_695_FC16,-33.5187899,115.4167639,40,0,0,32,24,0,4,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040221_197_FC16,-33.5188352,115.4168706,12,0,0,68,16,0,0,4,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_040231_699_FC16,-33.5188353,115.4169554,52,4,0,24,8,0,12,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040242_201_FC16,-33.5187543,115.4169863,36,8,0,40,12,0,4,0,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_040252_702_FC16,-33.5186704,115.4170428,60,12,0,12,12,0,4,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040303_204_FC16,-33.5185876,115.4171032,40,28,0,4,0,0,20,8,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040313_705_FC16,-33.5185074,115.4171653,24,0,0,44,28,0,4,0,Unconsolidated,Unconsolidated
r20150527_034110_wa-gb-auv-06,PR_20150527_040324_206_FC16,-33.5184318,115.417227,80,0,0,8,4,0,8,0,Macroalgae,Macroalgae
r20150527_034110_wa-gb-auv-06,PR_20150527_040334_708_FC16,-33.5183481,115.4172828,0,0,0,32,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060050_546_AC16,-33.5509021,115.3774161,0,0,0,16,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060101_051_AC16,-33.5509428,115.3773003,44,0,0,28,16,0,4,8,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060111_556_AC16,-33.5509825,115.3771899,4,0,0,24,72,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060122_062_AC16,-33.5510211,115.3770782,0,0,0,4,88,0,8,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060132_568_AC16,-33.5510589,115.3769628,48,0,0,32,16,0,4,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060143_072_AC16,-33.5510983,115.3768487,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060153_577_AC16,-33.5511394,115.3767373,0,0,0,16,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060204_082_AC16,-33.5511786,115.3766263,56,12,0,16,4,4,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060214_588_AC16,-33.5512193,115.3765165,0,8,0,4,88,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060225_094_AC16,-33.5512545,115.3764006,4,0,0,12,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060235_599_AC16,-33.5512935,115.3762875,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060246_104_AC16,-33.5513349,115.3761768,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060256_608_AC16,-33.5513629,115.3760597,0,0,0,8,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060307_112_AC16,-33.5514081,115.3759527,0,12,0,8,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060317_618_AC16,-33.5514532,115.3758376,12,0,0,0,84,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060328_122_AC16,-33.5514953,115.3757344,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060338_627_AC16,-33.5515304,115.3756185,0,20,0,12,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060349_132_AC16,-33.5515653,115.3755054,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060359_638_AC16,-33.5515982,115.3753937,36,0,0,20,40,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060410_143_AC16,-33.5516277,115.3752777,4,0,0,0,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060420_648_AC16,-33.5516641,115.3751685,28,0,0,0,72,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060431_153_AC16,-33.551711,115.3750582,4,0,0,12,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060441_658_AC16,-33.5517542,115.3749465,4,0,0,12,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060452_163_AC16,-33.5517865,115.3748318,20,0,0,20,52,0,8,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060502_669_AC16,-33.5518246,115.3747222,8,28,0,8,56,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060513_173_AC16,-33.5518618,115.3746133,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060523_678_AC16,-33.551898,115.3745046,0,8,0,12,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060534_183_AC16,-33.5519348,115.3743985,12,0,0,0,88,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060544_687_AC16,-33.5519728,115.3742901,44,0,0,8,40,0,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060555_194_AC16,-33.5520091,115.374179,0,0,0,8,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060605_700_AC16,-33.5520657,115.3741096,32,0,0,24,44,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060616_206_AC16,-33.5521427,115.3741614,4,0,0,4,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060626_713_AC16,-33.5522268,115.3742169,28,0,0,8,60,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060637_219_AC16,-33.552309,115.3742748,80,0,0,0,0,0,20,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060647_725_AC16,-33.5523985,115.3743299,28,0,0,4,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060658_231_AC16,-33.5524836,115.3743842,32,0,0,0,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060708_736_AC16,-33.5525702,115.3744398,12,0,0,52,32,0,4,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_060719_241_AC16,-33.5526557,115.374497,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060729_745_AC16,-33.5527369,115.3745524,0,12,0,4,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060740_250_AC16,-33.5528275,115.3746085,20,0,0,16,60,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060750_754_AC16,-33.5528308,115.3746906,0,4,0,4,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060801_259_AC16,-33.5527692,115.3747841,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060811_764_AC16,-33.5527348,115.3748957,8,0,0,8,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060822_270_AC16,-33.5526867,115.3750041,52,4,0,8,24,0,12,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060832_774_AC16,-33.5526441,115.3751093,24,20,0,44,12,0,0,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_060843_278_AC16,-33.552601,115.3752115,12,0,0,20,64,0,0,4,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060853_783_AC16,-33.5525615,115.3753139,84,0,0,12,4,0,0,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060904_287_AC16,-33.5525193,115.3754164,56,0,0,12,8,0,12,12,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_060914_791_AC16,-33.5524788,115.3755219,16,0,0,4,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060925_295_AC16,-33.5524442,115.3756199,0,0,0,12,88,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060935_799_AC16,-33.552409,115.3757185,0,8,0,12,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_060946_303_AC16,-33.5523689,115.3758177,20,0,0,48,32,0,0,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_060956_808_AC16,-33.5523099,115.3758795,20,8,0,52,20,0,0,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_061007_312_AC16,-33.5522367,115.3758265,20,0,0,60,20,0,0,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_061017_816_AC16,-33.5521423,115.3757811,24,0,0,20,40,0,0,16,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061028_321_AC16,-33.5520461,115.3757395,4,8,0,4,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061038_825_AC16,-33.5519547,115.3756926,36,20,0,8,24,0,8,4,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061049_330_AC16,-33.5518574,115.3756475,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061131_351_AC16,-33.5514864,115.3754848,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061141_855_AC16,-33.5513942,115.3754428,12,0,0,20,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061152_359_AC16,-33.5513028,115.3753993,4,16,0,8,72,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061202_863_AC16,-33.5512164,115.3753705,0,0,0,8,88,0,0,4,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061213_367_AC16,-33.5511194,115.3753421,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061223_870_AC16,-33.5510326,115.375295,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061234_373_AC16,-33.5509391,115.3752465,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061244_876_AC16,-33.5508462,115.3752006,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061255_378_AC16,-33.5507557,115.3751629,0,0,0,32,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061305_881_AC16,-33.5506632,115.3751278,0,8,0,0,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061316_384_AC16,-33.5506245,115.3751897,0,0,0,16,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061326_886_AC16,-33.5505933,115.3752973,0,8,0,8,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061337_389_AC16,-33.5505428,115.3754027,4,0,0,0,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061347_893_AC16,-33.5504877,115.3755008,28,0,0,4,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061358_398_AC16,-33.5504489,115.3756057,8,0,0,12,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061408_904_AC16,-33.5504102,115.3757151,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061419_408_AC16,-33.5503836,115.3758265,8,0,0,36,56,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061429_913_AC16,-33.550347,115.3759305,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061440_417_AC16,-33.5503071,115.3760341,16,0,0,20,64,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061450_922_AC16,-33.5502658,115.3761305,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061501_427_AC16,-33.5502237,115.3762322,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061511_932_AC16,-33.5501914,115.3763365,0,0,0,20,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061522_435_AC16,-33.5502442,115.3763919,20,0,0,20,60,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061532_939_AC16,-33.5503376,115.376434,16,4,0,24,44,0,12,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061543_443_AC16,-33.5504313,115.3764935,12,0,0,8,72,0,8,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061553_946_AC16,-33.5505173,115.3765512,32,12,0,8,40,0,8,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061604_449_AC16,-33.5506093,115.3766024,40,0,0,32,16,0,0,12,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061614_953_AC16,-33.5507006,115.3766561,4,0,0,4,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061625_456_AC16,-33.5507922,115.3767129,8,0,0,32,56,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061635_959_AC16,-33.5508803,115.3767683,0,0,0,48,48,0,4,0,Unconsolidated,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061646_462_AC16,-33.5509678,115.3768219,12,0,0,28,56,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061656_965_AC16,-33.5510568,115.3768761,12,0,0,32,56,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061707_467_AC16,-33.551145,115.3769288,20,0,0,64,12,0,0,4,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_061717_969_AC16,-33.5512319,115.3769846,16,0,0,24,60,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061728_471_AC16,-33.5513157,115.3770354,8,0,0,16,76,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061738_973_AC16,-33.55141,115.3770872,64,16,0,12,0,0,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061749_476_AC16,-33.5514964,115.3771431,48,0,0,44,0,0,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061759_978_AC16,-33.5515802,115.3771961,8,0,0,24,68,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061810_481_AC16,-33.5516695,115.3772468,4,0,0,68,20,0,8,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_061820_983_AC16,-33.5517571,115.3773003,4,0,0,12,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061831_485_AC16,-33.5517774,115.3773764,32,0,0,28,40,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061841_987_AC16,-33.5517209,115.3774651,8,0,0,52,40,0,0,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_061852_489_AC16,-33.5516798,115.3775806,0,0,0,8,92,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061902_990_AC16,-33.5516391,115.3776916,24,0,0,20,56,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061913_493_AC16,-33.5515968,115.3777964,0,0,0,8,80,0,0,12,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061923_995_AC16,-33.5515569,115.3779041,4,0,0,32,64,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_061934_497_AC16,-33.5515181,115.3780085,56,4,0,12,20,0,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061945_000_AC16,-33.5514727,115.3781059,72,12,0,8,0,0,8,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_061955_503_AC16,-33.5514318,115.3782068,84,0,0,0,0,0,0,16,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_062006_005_AC16,-33.5513931,115.37831,96,0,0,0,0,0,0,4,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_062016_507_AC16,-33.551352,115.3784135,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062027_011_AC16,-33.5513131,115.378518,12,0,0,16,72,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062037_514_AC16,-33.5512521,115.3785744,8,0,0,40,48,0,4,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062048_016_AC16,-33.5511745,115.3785141,0,0,0,16,84,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062058_520_AC16,-33.551073,115.3784637,32,0,0,36,24,0,8,0,Unconsolidated,Unconsolidated
r20150527_055625_wa-gb-auv-05,PR_20150527_062109_523_AC16,-33.5509732,115.3784129,0,0,0,28,72,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062120_024_AC16,-33.5508776,115.3783698,28,12,0,4,56,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062130_525_AC16,-33.5507848,115.3783264,4,0,0,20,64,0,8,4,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062141_027_AC16,-33.5506901,115.3782845,24,12,0,20,16,0,8,20,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_062151_529_AC16,-33.5505978,115.3782394,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062202_030_AC16,-33.5505062,115.3781954,0,4,0,12,76,0,0,8,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062212_533_AC16,-33.5504143,115.3781524,4,4,0,28,48,0,16,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062223_035_AC16,-33.5503252,115.3781056,8,0,0,16,76,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062233_537_AC16,-33.5502317,115.378061,52,8,0,36,4,0,0,0,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_062244_040_AC16,-33.5501355,115.378015,76,0,0,8,4,0,0,12,Macroalgae,Macroalgae
r20150527_055625_wa-gb-auv-05,PR_20150527_062254_542_AC16,-33.550039,115.3779709,0,0,0,0,100,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062305_044_AC16,-33.5499433,115.3779276,4,4,0,12,80,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062315_547_AC16,-33.5498515,115.3778819,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_055625_wa-gb-auv-05,PR_20150527_062326_049_AC16,-33.5497577,115.377837,12,8,0,4,68,0,0,8,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072422_807_AC16,-33.5945166,115.2472679,4,0,0,16,80,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072433_309_AC16,-33.5945164,115.2473894,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072443_811_AC16,-33.5945171,115.2475109,0,0,0,4,96,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072454_313_AC16,-33.5945191,115.2476316,8,0,0,28,64,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072504_814_AC16,-33.5945202,115.2477495,0,4,0,32,64,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072515_316_AC16,-33.5945236,115.247868,0,4,0,16,80,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072525_817_AC16,-33.5945256,115.2479854,0,0,0,12,88,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072536_319_AC16,-33.5945279,115.2481016,8,0,0,16,76,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072546_821_AC16,-33.5945281,115.2482189,32,12,0,8,44,0,0,4,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072557_323_AC16,-33.594529,115.2483374,96,0,4,0,0,0,0,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072607_825_AC16,-33.5945293,115.2484597,88,12,0,0,0,0,0,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072618_327_AC16,-33.5945235,115.2485745,40,4,0,24,28,0,4,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072628_830_AC16,-33.5945228,115.2486903,0,4,0,36,60,0,0,0,Seagrasses,Seagrasses
r20150527_072129_wa-gb-auv-04,PR_20150527_072639_332_AC16,-33.5945261,115.2488086,48,12,0,8,16,0,16,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072649_834_AC16,-33.5945277,115.2489263,68,8,4,8,0,0,12,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072700_336_AC16,-33.5945231,115.2490421,56,0,0,32,4,0,8,0,Macroalgae,Macroalgae
r20150527_072129_wa-gb-auv-04,PR_20150527_072710_837_AC16,-33.5945171,115.2491545,12,0,0,84,4,0,0,0,Unconsolidated,Unconsolidated
